"text","extracted_text","cleaned_text","normalized_text","processed","sentiment_label","likes","reply_count","created_time_formatted"
"harusnya koruptor yg dibilang gitu","harusnya koruptor yg dibilang gitu","harusnya koruptor yg dibilang gitu","harusnya koruptor yang dibilang begitu","koruptor bilang","negatif","1","0","2025-02-13 03:28:44"
"hajimuhamad761’s comment: ganti kapolri Sigit turun kan saja Prabowo dari presiden pikirannya kayak anak kecil itu adilli Jokowi tangkap Jokowi","ganti kapolri Sigit turun kan saja Prabowo dari presiden pikirannya kayak anak kecil itu adilli Jokowi tangkap Jokowi","ganti kapolri sigit turun kan saja prabowo dari presiden pikirannya kayak anak kecil itu adilli jokowi tangkap jokowi","ganti kapolri sigit turun kan saja prabowo dari presiden pikirannya kayak anak kecil itu adilli jokowi tangkap jokowi","ganti kapolri sigit turun prabowo presiden pikir kayak anak adilli jokowi tangkap jokowi","negatif","0","0","2025-02-24 08:48:41"
"WDY’s comment: Indonesia isinya pejabat koruptor mulu","Indonesia isinya pejabat koruptor mulu","indonesia isinya pejabat koruptor mulu","indonesia isinya pejabat koruptor mulu","indonesia isi jabat koruptor mulu","negatif","0","0","2025-02-19 13:48:05"
"ih kak jangan gitu.. aku juga mauu😭😭","ih kak jangan gitu.. aku juga mauu😭😭","ih kak jangan gitu aku juga mauu","ih kak jangan begitu saya juga mauu","kak mauu","positif","1","0","2025-02-12 15:40:49"
"bellagnw’s comment: Kabur aja duluuuu 🙈","Kabur aja duluuuu 🙈","kabur aja duluuuu","kabur aja dulu","kabur aja","positif","0","0","2025-02-19 09:19:49"
"hidup di atur rakyat indo😹😹","hidup di atur rakyat indo😹😹","hidup di atur rakyat indo","hidup di atur rakyat indonesia","hidup atur rakyat indonesia","netral","0","0","2025-02-18 14:33:12"
"kaya masih ada aja kata ""nasionalisme"" di jaman sekarang","kaya masih ada aja kata ""nasionalisme"" di jaman sekarang","kaya masih ada aja kata nasionalisme di jaman sekarang","kaya masih ada aja kata nasionalisme di jaman sekarang","kaya aja nasionalisme jaman","negatif","0","0","2025-02-19 09:51:19"
"sen’s comment: kita ke negri orang bukan buat menghinanat jir, kita cari pendidikan yang layak😂","kita ke negri orang bukan buat menghinanat jir, kita cari pendidikan yang layak😂","kita ke negri orang bukan buat menghinanat jir kita cari pendidikan yang layak","kita ke negri orang bukan buat menghinanat jir kita cari pendidikan yang layak","negri orang menghinanat jir cari didik layak","netral","0","0","2025-02-12 09:04:09"
"mini’s comment: 35 taun masih adakah loker luar negeri?? 😄😄","35 taun masih adakah loker luar negeri?? 😄😄","35 taun masih adakah loker luar negeri","35 tahun masih adakah loker luar negeri","ada loker negeri","netral","0","0","2025-02-20 11:31:15"
"gada modal jir🗿","gada modal jir🗿","gada modal jir","gada modal jir","gada modal jir","negatif","0","0","2025-02-12 05:19:12"
"￶￶’s comment: #kaburajadulu
kira-kira kalian mau kabur sampai mana?
selagi ada duit gk masalah, selagi gk ada duit itu jadi masalah nya","#kaburajadulu
kira-kira kalian mau kabur sampai mana?
selagi ada duit gk masalah, selagi gk ada duit itu jadi masalah nya","kirakira kalian mau kabur sampai mana selagi ada duit gk masalah selagi gk ada duit itu jadi masalah nya","kirakira kalian mau kabur sampai mana selagi ada duit tidak masalah selagi tidak ada duit itu jadi masalah nya","kirakira kabur selagi duit selagi duit","netral","3","0","2025-02-18 17:57:17"
"cinta bertepuk sebelah tangan.
jika hanya di manfaatkan itu bukan cinta tapi business.","cinta bertepuk sebelah tangan.
jika hanya di manfaatkan itu bukan cinta tapi business.","cinta bertepuk sebelah tangan jika hanya di manfaatkan itu bukan cinta tapi business","cinta bertepuk sebelah tangan jika hanya di manfaatkan itu bukan cinta tapi business","cinta tepuk belah tangan manfaat cinta business","negatif","1","0","2025-02-14 00:28:27"
"Ira_Ariani08’s comment: agak leon","agak leon","agak leon","agak leon","leon","netral","0","0","2025-02-19 16:00:48"
"A💫’s comment: pantesan Susanti pindah negara 🤐","pantesan Susanti pindah negara 🤐","pantesan susanti pindah negara","pantesan susanti pindah negara","pantesan susanti pindah negara","positif","1","0","2025-02-28 06:30:13"
"saya sudah ...’s comment: yg lulusan kejuruan pertanian SMA-SMK-S1 lihat vt aku, ada loker nih. 😊","yg lulusan kejuruan pertanian SMA-SMK-S1 lihat vt aku, ada loker nih. 😊","yg lulusan kejuruan pertanian smasmks1 lihat vt aku ada loker nih","yang lulusan kejuruan pertanian smasmks1 lihat vt saya ada loker nih","lulus juru tani lihat vt loker","netral","0","0","2025-02-14 11:27:51"
"J_OneArjuna’s comment: Emang kalau nasionalis dapat apa? gaji berapa ?😂","Emang kalau nasionalis dapat apa? gaji berapa ?😂","emang kalau nasionalis dapat apa gaji berapa","memang kalau nasionalis dapat apa gaji berapa","nasionalis gaji","negatif","0","0","2025-02-19 14:55:06"
"brema febrianta Sebayang’s comment: kebanyakan terlalu ngejar seragam🗿","kebanyakan terlalu ngejar seragam🗿","kebanyakan terlalu ngejar seragam","kebanyakan terlalu ngejar seragam","banyak ngejar seragam","negatif","0","0","2025-02-17 13:37:50"
"Edwan Kurniawan’s comment: inget pabrik susu jadi kuburan skrng, kalau belum di matiin belum puas mereka yg dijunjung tinggi 😂😂😂","inget pabrik susu jadi kuburan skrng, kalau belum di matiin belum puas mereka yg dijunjung tinggi 😂😂😂","inget pabrik susu jadi kuburan skrng kalau belum di matiin belum puas mereka yg dijunjung tinggi","inget pabrik susu jadi kuburan skrng kalau belum di matiin belum puas mereka yang dijunjung tinggi","inget pabrik susu kubur skrng matiin puas junjung","negatif","1","0","2025-02-26 16:17:34"
"Devitaa’s comment: realistis aja sih
gaji guru 500rb/ bln gak cukup buat makan sebulan pak🙏😭😔","realistis aja sih
gaji guru 500rb/ bln gak cukup buat makan sebulan pak🙏😭😔","realistis aja sih gaji guru 500rb bln gak cukup buat makan sebulan pak","realistis aja sih gaji guru 500rb bulan tidak cukup buat makan sebulan pak","realistis aja gaji guru makan bulan","negatif","0","0","2025-02-17 03:18:48"
"ℚ𝔼ℕ𝔼ℤℕ𝔼ℕ𝔼ℤ’s comment: kaburajadulu😂","kaburajadulu😂","kaburajadulu","kaburajadulu","kaburajadulu","positif","0","0","2025-02-16 06:15:58"
"ai’s comment: Kabur aja dulu yekannn","Kabur aja dulu yekannn","kabur aja dulu yekannn","kabur aja dulu yekan","kabur aja yekan","positif","0","0","2025-02-20 02:40:22"
"dza’s comment: bukannya di tantang ya? ko panik?😏","bukannya di tantang ya? ko panik?😏","bukannya di tantang ya ko panik","bukannya di tantang ya ko panik","tantang ko panik","netral","1","0","2025-02-25 11:36:20"
"kzm’s comment: bahlil kalau i nya di ganti u apa?","bahlil kalau i nya di ganti u apa?","bahlil kalau i nya di ganti u apa","bahlil kalau i nya di ganti kamu apa","bahlil ganti","netral","0","0","2025-02-17 06:30:30"
"gua punya duit,,gua punya kuasa💋","gua punya duit,,gua punya kuasa💋","gua punya duitgua punya kuasa","saya punya duitgua punya kuasa","duitgua kuasa","positif","2","0","2025-02-22 13:57:54"
"‧⁺◟🛋aii🧸 ◡̎✧’s comment: kek lu punya nasionalisme aja lil🙄","kek lu punya nasionalisme aja lil🙄","kek lu punya nasionalisme aja lil","seperti kamu punya nasionalisme aja lil","nasionalisme aja lil","negatif","0","0","2025-02-17 15:33:02"
"rz4hwas’s comment: JEPANG TUNGGU GUA YAAAA, GUA PASTI KESAMPEAN KESANA TINGGAL DISANAA TUNGGU AJA TUNGGUUUUUUU","JEPANG TUNGGU GUA YAAAA, GUA PASTI KESAMPEAN KESANA TINGGAL DISANAA TUNGGU AJA TUNGGUUUUUUU","jepang tunggu gua yaaaa gua pasti kesampean kesana tinggal disanaa tunggu aja tungguuuuuuu","jepang tunggu saya ya saya pasti kesampean kesana tinggal disanaa tunggu aja tunggu","jepang tunggu sampean kesana tinggal disanaa tunggu aja tunggu","positif","0","0","2025-02-12 11:51:12"
"𓍼ོ’s comment: hahahahaha 😂","hahahahaha 😂","hahahahaha","hahahahaha","hahahahaha","netral","1","0","2025-02-18 22:48:29"
"user8075933357623’s comment: aku salah satu gen-z yg pengen #KaburAjaDulu umur aku 20 thn, udh krj dri lulus smk-skrng. kerjaan ke-1, krj 14jam, gaji 50k/hari. kerjaan ke-2, kerja 12jam, gaji 116k/hari. jobdesk?jangan ditanya","aku salah satu gen-z yg pengen #KaburAjaDulu umur aku 20 thn, udh krj dri lulus smk-skrng. kerjaan ke-1, krj 14jam, gaji 50k/hari. kerjaan ke-2, kerja 12jam, gaji 116k/hari. jobdesk?jangan ditanya","aku salah satu genz yg pengen umur aku 20 thn udh krj dri lulus smkskrng kerjaan ke1 krj 14jam gaji 50khari kerjaan ke2 kerja 12jam gaji 116khari jobdeskjangan ditanya","saya salah satu genz yang ingin umur saya 20 tahun sudah krj dri lulus smkskrng kerjaan ke1 krj 14jam gaji 50khari kerjaan ke2 kerja 12jam gaji 116khari jobdeskjangan ditanya","salah genz umur krj dri lulus smkskrng kerja krj gaji kerja kerja gaji jobdeskjangan","positif","0","2","2025-02-16 16:25:44"
"`’s comment: anis cocok tingal di jepang biar punya kerjaan","anis cocok tingal di jepang biar punya kerjaan","anis cocok tingal di jepang biar punya kerjaan","anis cocok tingal di jepang biar punya kerjaan","anis cocok tingal jepang biar kerja","positif","9","23","2025-02-10 07:49:47"
"karimasylvie20’s comment: aku gamau kabur tp sampe sekarang aku blm nemuin hidup yg better di Indonesia","aku gamau kabur tp sampe sekarang aku blm nemuin hidup yg better di Indonesia","aku gamau kabur tp sampe sekarang aku blm nemuin hidup yg better di indonesia","saya gamau kabur tp sampe sekarang saya belum nemuin hidup yang better di indonesia","gamau kabur tp sampe nemuin hidup better indonesia","positif","0","0","2025-02-23 07:32:15"
"nggak ngaruh sih sama nasionalisme","nggak ngaruh sih sama nasionalisme","nggak ngaruh sih sama nasionalisme","tidak ngaruh sih sama nasionalisme","ngaruh nasionalisme","netral","0","0","2025-02-16 12:52:38"
"WongGenduT’s comment: ngurus melon aja Ampe presiden turun tangan. ini malah ngurus nasionalisme org lain. kalau merasa nasionalisme, urusan melon ga sampai buat korban jiwa warga sendiri woiiii","ngurus melon aja Ampe presiden turun tangan. ini malah ngurus nasionalisme org lain. kalau merasa nasionalisme, urusan melon ga sampai buat korban jiwa warga sendiri woiiii","ngurus melon aja ampe presiden turun tangan ini malah ngurus nasionalisme org lain kalau merasa nasionalisme urusan melon ga sampai buat korban jiwa warga sendiri woiiii","ngurus melon aja ampe presiden turun tangan ini malah ngurus nasionalisme orang lain kalau merasa nasionalisme urusan melon tidak sampai buat korban jiwa warga sendiri woi","ngurus melon aja ampe presiden turun tangan ngurus nasionalisme orang nasionalisme urus melon korban jiwa warga woi","negatif","0","0","2025-02-16 12:32:45"
"ini al’s comment: soon!","soon!","soon","soon","soon","netral","0","0","2025-02-27 01:48:33"
"Di negara tercinta berasa di jajahhh","Di negara tercinta berasa di jajahhh","di negara tercinta berasa di jajahhh","di negara tercinta berasa di jajah","negara cinta asa jajah","negatif","0","0","2025-02-28 06:52:15"
"jajang nurjaman 301’s comment: Konteksnya nasionalisme bukan kesejahteraan🤣🤣🤣. Salah paham anak” tki kita","Konteksnya nasionalisme bukan kesejahteraan🤣🤣🤣. Salah paham anak” tki kita","konteksnya nasionalisme bukan kesejahteraan salah paham anak tki kita","konteksnya nasionalisme bukan kesejahteraan salah paham anak tki kita","konteks nasionalisme sejahtera salah paham anak tki","negatif","0","0","2025-02-14 13:10:33"
"4z’s comment: pengen ke jepang trus tinggal di pendesaanny🤭","pengen ke jepang trus tinggal di pendesaanny🤭","pengen ke jepang trus tinggal di pendesaanny","ingin ke jepang trus tinggal di pendesaanny","jepang trus tinggal pendesaanny","positif","0","1","2025-02-19 10:03:04"
"アエリン’s comment: Pengen ke Jepang:)","Pengen ke Jepang:)","pengen ke jepang","ingin ke jepang","jepang","netral","0","1","2025-02-17 08:43:06"
"valihstore’s comment: #kaburajakekorut","#kaburajakekorut","","","","positif","0","0","2025-02-14 12:59:37"
"buat yg masih muda, udh cabut aja ngg ad harapan disini mah","buat yg masih muda, udh cabut aja ngg ad harapan disini mah","buat yg masih muda udh cabut aja ngg ad harapan disini mah","buat yang masih muda sudah cabut aja ngg ad harapan disini mah","muda cabut aja ngg ad harap","positif","0","0","2025-02-10 13:11:42"
"itsmetirtaa’s comment: pindahh ke jepang gass dh, biar 1 desa isinya org yg bekas dari indo😔","pindahh ke jepang gass dh, biar 1 desa isinya org yg bekas dari indo😔","pindahh ke jepang gass dh biar 1 desa isinya org yg bekas dari indo","pindahh ke jepang gass sudah biar 1 desa isinya orang yang bekas dari indonesia","pindahh jepang gass biar desa isi orang bekas indonesia","positif","0","0","2025-02-20 17:19:24"
"งitriค ຟคr໐ēຖງ ຟคli’s comment: gw di indo dr lulus skolah ampe skrng kaga kepakek njir. nganggur mulu 🗿","gw di indo dr lulus skolah ampe skrng kaga kepakek njir. nganggur mulu 🗿","gw di indo dr lulus skolah ampe skrng kaga kepakek njir nganggur mulu","saya di indonesia dari lulus skolah ampe skrng kaga kepakek njir nganggur mulu","indonesia lulus skolah ampe skrng kaga kepakek njir nganggur mulu","negatif","8","10","2025-02-12 04:00:19"
"deb🅾️yy’s comment: duh gimna yaa mm #kaburajadulu 😗😗","duh gimna yaa mm #kaburajadulu 😗😗","duh gimna yaa mm","duh gimna yaa mm","duh gimna yaa mm","netral","0","0","2025-02-19 07:32:21"
"mau pindah mau gk ya biarin aja sih pak","mau pindah mau gk ya biarin aja sih pak","mau pindah mau gk ya biarin aja sih pak","mau pindah mau tidak ya biarin aja sih pak","pindah biarin aja","positif","0","0","2025-02-20 01:53:22"
"djjjj’s comment: kak klok gagal daftar akmil aku berkeinginan #KABUR AJA DULU","kak klok gagal daftar akmil aku berkeinginan #KABUR AJA DULU","kak klok gagal daftar akmil aku berkeinginan aja dulu","kak klok gagal daftar akmil saya berkeinginan aja dulu","kak klok gagal daftar akmil aja","positif","0","0","2025-02-16 13:09:28"
"Valen’s comment: jika pngurusan ke luar negeri tidak ribet, indonesia sudah kekurangan anak muda dari dulu","jika pngurusan ke luar negeri tidak ribet, indonesia sudah kekurangan anak muda dari dulu","jika pngurusan ke luar negeri tidak ribet indonesia sudah kekurangan anak muda dari dulu","jika pngurusan ke luar negeri tidak ribet indonesia sudah kekurangan anak muda dari dulu","pngurusan negeri ribet indonesia kurang anak muda","positif","0","0","2025-02-19 05:31:56"
"🍒’s comment: gimana ya cara kabur ke luar negri😫","gimana ya cara kabur ke luar negri😫","gimana ya cara kabur ke luar negri","bagaimana ya cara kabur ke luar negri","kabur negri","positif","0","0","2025-02-19 02:45:07"
"visca>barca<🥶’s comment: iyalah ke luar negeri di indo banyak tikus😂😂😂","iyalah ke luar negeri di indo banyak tikus😂😂😂","iyalah ke luar negeri di indo banyak tikus","iyalah ke luar negeri di indonesia banyak tikus","iya negeri indonesia tikus","positif","0","0","2025-02-22 23:23:05"
"Mending pindah bang daripada korupsi","Mending pindah bang daripada korupsi","mending pindah bang daripada korupsi","mending pindah bang daripada korupsi","mending pindah bang korupsi","positif","0","0","2025-02-20 02:06:20"
"AA’s comment: hidup layak dan banyak uang itu impian bagi semua orang,tapi jauh dari sanak sodara dan tanah kelahiran itu sangat sulit bagi saya😊
bersyukur bisa memenuhi kebutuhan sehari hari meskipun gaya hidup selalu kurang😊","hidup layak dan banyak uang itu impian bagi semua orang,tapi jauh dari sanak sodara dan tanah kelahiran itu sangat sulit bagi saya😊
bersyukur bisa memenuhi kebutuhan sehari hari meskipun gaya hidup selalu kurang😊","hidup layak dan banyak uang itu impian bagi semua orangtapi jauh dari sanak sodara dan tanah kelahiran itu sangat sulit bagi saya bersyukur bisa memenuhi kebutuhan sehari hari meskipun gaya hidup selalu kurang","hidup layak dan banyak uang itu impian bagi semua orangtapi jauh dari sanak sodara dan tanah kelahiran itu sangat sulit bagi saya bersyukur bisa memenuhi kebutuhan sehari hari meskipun gaya hidup selalu kurang","hidup layak uang impi orangtapi sanak sodara tanah lahir sulit syukur penuh butuh hari gaya hidup","netral","0","0","2025-02-18 04:31:38"
"#tidurajadulu","#tidurajadulu","","","","netral","0","0","2025-02-12 15:19:53"
"Kerja serius, gaji petantang petenteng😅","Kerja serius, gaji petantang petenteng😅","kerja serius gaji petantang petenteng","kerja serius gaji petantang petenteng","kerja serius gaji tantang petenteng","negatif","0","0","2025-02-20 02:08:42"
"Bela Ternate’s comment: @Dumbwaystostop","@Dumbwaystostop","","","","positif","0","0","2025-02-20 15:02:02"
"honey77’s comment: salah sendiri kita rakyat Indonesia kerja gaji minim banget
yang kaya cuma perwakilan rakyat dan para koruptor nya","salah sendiri kita rakyat Indonesia kerja gaji minim banget
yang kaya cuma perwakilan rakyat dan para koruptor nya","salah sendiri kita rakyat indonesia kerja gaji minim banget yang kaya cuma perwakilan rakyat dan para koruptor nya","salah sendiri kita rakyat indonesia kerja gaji minim banget yang kaya cuma perwakilan rakyat dan para koruptor nya","salah rakyat indonesia kerja gaji minim banget kaya wakil rakyat koruptor","negatif","0","0","2025-02-23 08:43:07"
"lu jadi londo ireng..yah mereka lebih suka pindah.","lu jadi londo ireng..yah mereka lebih suka pindah.","lu jadi londo irengyah mereka lebih suka pindah","kamu jadi londo irengyah mereka lebih suka pindah","londo irengyah suka pindah","positif","1","0","2025-02-17 09:47:25"
"phiera🫧’s comment: @icik","@icik","","","","netral","0","0","2025-02-19 01:49:45"
"Habibie aja ga betah di indo","Habibie aja ga betah di indo","habibie aja ga betah di indo","habibie aja tidak betah di indonesia","habibie aja betah indonesia","positif","1","0","2025-02-12 07:14:10"
"Crypto Combat’s comment: soon
#kaburajadulu","soon
#kaburajadulu","soon","soon","soon","positif","0","0","2025-02-12 16:35:00"
"si anggota JKT malah mau tinggal disini..","si anggota JKT malah mau tinggal disini..","si anggota jkt malah mau tinggal disini","si anggota jakarta malah mau tinggal disini","anggota jakarta tinggal","negatif","0","0","2025-02-11 01:24:03"
"gw yang gangster o aja😹😹’s comment: otw ke negaara bekasi","otw ke negaara bekasi","otw ke negaara bekasi","otw ke negaara bekasi","otw negaara bekas","netral","0","0","2025-02-15 07:26:50"
"kwadati’s comment: emngnya klo nasionalisme bs buat beli gas elpiji, beras, byr sekolah,ma byr pajak gt kah 😩","emngnya klo nasionalisme bs buat beli gas elpiji, beras, byr sekolah,ma byr pajak gt kah 😩","emngnya klo nasionalisme bs buat beli gas elpiji beras byr sekolahma byr pajak gt kah","emngnya kalau nasionalisme bisa buat beli gas elpiji beras byr sekolahma byr pajak begitu kah","emngnya nasionalisme beli gas elpiji beras byr sekolahma byr pajak kah","negatif","0","0","2025-02-16 03:12:15"
"zmadhan860’s comment: bro gw masih setia nkri walau istri jepang kalo anak ga tau nih ikut ibu apa bapak y warga negara y🤣","bro gw masih setia nkri walau istri jepang kalo anak ga tau nih ikut ibu apa bapak y warga negara y🤣","bro gw masih setia nkri walau istri jepang kalo anak ga tau nih ikut ibu apa bapak y warga negara y","bro saya masih setia nkri walau istri jepang kalau anak tidak tau nih ikut ibu apa bapak y warga negara y","bro setia nkri istri jepang anak tau warga negara","negatif","1","0","2025-02-15 03:32:15"
"siskaKaSis’s comment: lah yg pindah dikata ga nasionalisme,,trs yg korupsi apa namanya????!!!!","lah yg pindah dikata ga nasionalisme,,trs yg korupsi apa namanya????!!!!","lah yg pindah dikata ga nasionalismetrs yg korupsi apa namanya","lah yang pindah dikata tidak nasionalismetrs yang korupsi apa namanya","pindah kata nasionalismetrs korupsi nama","negatif","0","0","2025-02-18 03:12:45"
"Y.’s comment: #kaburajadulu lagi diusahakan karena butuh persiapan😁, kalo negara kita udah bener kita balik lagi 🥰","#kaburajadulu lagi diusahakan karena butuh persiapan😁, kalo negara kita udah bener kita balik lagi 🥰","lagi diusahakan karena butuh persiapan kalo negara kita udah bener kita balik lagi","lagi diusahakan karena butuh persiapan kalau negara kita sudah benar kita balik lagi","usaha butuh siap negara","positif","51","17","2025-02-10 08:01:32"
"Indonesia cinta kita hnya sj dhlangi oleh pemerintah sbgai org ketiga","Indonesia cinta kita hnya sj dhlangi oleh pemerintah sbgai org ketiga","indonesia cinta kita hnya sj dhlangi oleh pemerintah sbgai org ketiga","indonesia cinta kita hnya sj dhlangi oleh pemerintah sbgai orang ketiga","indonesia cinta hnya sj dhlangi perintah sbgai orang tiga","negatif","0","0","2025-02-21 03:10:01"
