"text","extracted_text","cleaned_text","normalized_text","tokens_no_stopwords_and_stemmed","tokens_no_stopwords_and_stemmed_formatted","processed","likes","reply_count","created_time_formatted","is_pinned","is_reply","user_verified","comment_language","sentiment_label"
"My Tiger’s comment: justru yg harus di ragukan nasionalisme nya tuh para pejabat yg koruptor..bukan anak bangsa yg berusaha bekerja demi masa depan nya","justru yg harus di ragukan nasionalisme nya tuh para pejabat yg koruptor..bukan anak bangsa yg berusaha bekerja demi masa depan nya","justru yg harus di ragukan nasionalisme nya tuh para pejabat yg koruptorbukan anak bangsa yg berusaha bekerja demi masa depan nya","justru yang harus di ragukan nasionalisme nya tuh para pejabat yang koruptorbukan anak bangsa yang berusaha bekerja demi masa depan nya","['ragu', 'nasionalisme', 'jabat', 'koruptorbukan', 'anak', 'bangsa', 'usaha']","[ragu, nasionalisme, jabat, koruptorbukan, anak, bangsa, usaha]","ragu nasionalisme jabat koruptorbukan anak bangsa usaha","0","0","2025-02-16 12:15:13","False","True","False","id","positif"
"noname’s comment: justru kami para rakyat meragukan kerja dan kinerja para pejabat betul tidak kawan2,kalo sampai penerus bangsa pada kabur ke luar negri perlu dipertanyakan ada apa dengan negaranya😂","justru kami para rakyat meragukan kerja dan kinerja para pejabat betul tidak kawan2,kalo sampai penerus bangsa pada kabur ke luar negri perlu dipertanyakan ada apa dengan negaranya😂","justru kami para rakyat meragukan kerja dan kinerja para pejabat betul tidak kawan2kalo sampai penerus bangsa pada kabur ke luar negri perlu dipertanyakan ada apa dengan negaranya","justru kami para rakyat meragukan kerja dan kinerja para pejabat betul tidak kawan2kalo sampai penerus bangsa pada kabur ke luar negri perlu dipertanyakan ada apa dengan negaranya","['rakyat', 'ragu', 'kerja', 'kerja', 'jabat', 'terus', 'bangsa', 'kabur', 'negri', 'negara']","[rakyat, ragu, kerja, kerja, jabat, terus, bangsa, kabur, negri, negara]","rakyat ragu kerja kerja jabat terus bangsa kabur negri negara","0","0","2025-02-16 02:51:46","False","True","False","id","negatif"
"萨哈’s comment: mantap.. gas lpg 3 kg aja masih dikorupsi😂😂😂","mantap.. gas lpg 3 kg aja masih dikorupsi😂😂😂","mantap gas lpg 3 kg aja masih dikorupsi","mantap gas lpg 3 kilogram aja masih dikorupsi","['mantap', 'gas', 'lpg', 'kilogram', 'aja', 'korupsi']","[mantap, gas, lpg, kilogram, aja, korupsi]","mantap gas lpg kilogram aja korupsi","0","0","2025-02-16 10:32:24","False","True","False","id","positif"
"p’s comment: orang yang berjiwa nasionalisme pasti akan tetap di negara nya dan memperbaiki negara nya","orang yang berjiwa nasionalisme pasti akan tetap di negara nya dan memperbaiki negara nya","orang yang berjiwa nasionalisme pasti akan tetap di negara nya dan memperbaiki negara nya","orang yang berjiwa nasionalisme pasti akan tetap di negara nya dan memperbaiki negara nya","['orang', 'jiwa', 'nasionalisme', 'negara', 'baik', 'negara']","[orang, jiwa, nasionalisme, negara, baik, negara]","orang jiwa nasionalisme negara baik negara","1","1","2025-02-15 10:53:35","False","True","False","id","positif"
"makan tu nasionalisme😂","makan tu nasionalisme😂","makan tu nasionalisme","makan itu nasionalisme","['makan', 'nasionalisme']","[makan, nasionalisme]","makan nasionalisme","1","0","2025-02-12 07:12:42","False","True","False","id","negatif"
"Fadli’s comment: ngapain di perduliin","ngapain di perduliin","ngapain di perduliin","ngapain di perduliin","['ngapain', 'perduliin']","[ngapain, perduliin]","ngapain perduliin","0","0","2025-02-19 08:39:03","False","True","False","id","netral"
"onelast’s comment: cokkk cari gaji umr aja susah malah nahanin kerjaan 80k kotor blm beli rokok makan jirrr lah tpi kepengen banyak banyak😏💀💀💀","cokkk cari gaji umr aja susah malah nahanin kerjaan 80k kotor blm beli rokok makan jirrr lah tpi kepengen banyak banyak😏💀💀💀","cokkk cari gaji umr aja susah malah nahanin kerjaan 80k kotor blm beli rokok makan jirrr lah tpi kepengen banyak banyak","cok cari gaji umr aja susah malah nahanin kerjaan 80k kotor belum beli rokok makan jir lah tpi kepengen banyak banyak","['cok', 'cari', 'gaji', 'umr', 'aja', 'susah', 'nahanin', 'kerja', 'kotor', 'beli', 'rokok', 'makan', 'jir', 'tpi', 'ken']","[cok, cari, gaji, umr, aja, susah, nahanin, kerja, kotor, beli, rokok, makan, jir, tpi, ken]","cok cari gaji umr aja susah nahanin kerja kotor beli rokok makan jir tpi ken","0","0","2025-02-16 22:03:54","False","True","False","id","negatif"
"Wizzet KS’s comment: rakyatnya aja gk di hargain 🗿","rakyatnya aja gk di hargain 🗿","rakyatnya aja gk di hargain","rakyatnya aja tidak di hargain","['rakyat', 'aja', 'hargain']","[rakyat, aja, hargain]","rakyat aja hargain","1","0","2025-02-13 10:14:46","False","True","False","id","negatif"
"tiasyiahh’s comment: Indonesia lulusan SMA gaakan dapet gaji diatas umr, makanya knp pd milih ke luar negri,bhkan yg lulusan smp aj bsa dpt gaji umr kl krj diluar negri","Indonesia lulusan SMA gaakan dapet gaji diatas umr, makanya knp pd milih ke luar negri,bhkan yg lulusan smp aj bsa dpt gaji umr kl krj diluar negri","indonesia lulusan sma gaakan dapet gaji diatas umr makanya knp pd milih ke luar negribhkan yg lulusan smp aj bsa dpt gaji umr kl krj diluar negri","indonesia lulusan sma gaakan dapet gaji diatas umr makanya knp pd milih ke luar negribhkan yang lulusan smp aj bsa dpt gaji umr kalau krj diluar negri","['indonesia', 'lulus', 'sma', 'gaakan', 'dapet', 'gaji', 'atas', 'umr', 'knp', 'pd', 'milih', 'negribhkan', 'lulus', 'smp', 'aj', 'bsa', 'dpt', 'gaji', 'umr', 'krj', 'luar', 'negri']","[indonesia, lulus, sma, gaakan, dapet, gaji, atas, umr, knp, pd, milih, negribhkan, lulus, smp, aj, bsa, dpt, gaji, umr, krj, luar, negri]","indonesia lulus sma gaakan dapet gaji atas umr knp pd milih negribhkan lulus smp aj bsa dpt gaji umr krj luar negri","0","0","2025-02-15 04:18:19","False","True","False","id","positif"
"mr_dedy’s comment: disini kerja sfenga mati gaji cuma 3 jtaann,,,,,","disini kerja sfenga mati gaji cuma 3 jtaann,,,,,","disini kerja sfenga mati gaji cuma 3 jtaann","disini kerja sfenga mati gaji cuma 3 jtaann","['kerja', 'sfenga', 'mati', 'gaji', 'jtaann']","[kerja, sfenga, mati, gaji, jtaann]","kerja sfenga mati gaji jtaann","0","0","2025-02-14 15:10:36","False","True","False","id","negatif"
"Aris Kaka Nanda’s comment: asal tidak.makan tanaman tetangga saja","asal tidak.makan tanaman tetangga saja","asal tidakmakan tanaman tetangga saja","asal tidakmakan tanaman tetangga saja","['tidakmakan', 'tanam', 'tetangga']","[tidakmakan, tanam, tetangga]","tidakmakan tanam tetangga","0","0","2025-03-09 13:53:54","False","True","False","id","netral"
"syblzhraznshna’s comment: Soon! #kaburajadulu ke Madinnah ,InShaaAllah mau menuah disana bersama keluarga kecil Aamiin Yarobbal Alamin 🤲😇","Soon! #kaburajadulu ke Madinnah ,InShaaAllah mau menuah disana bersama keluarga kecil Aamiin Yarobbal Alamin 🤲😇","soon ke madinnah inshaaallah mau menuah disana bersama keluarga kecil aamiin yarobbal alamin","soon ke madinnah inshallah mau menuah disana bersama keluarga kecil aamiin yarobbal alamin","['soon', 'madinnah', 'inshallah', 'tuah', 'sana', 'keluarga', 'aamiin', 'yarobbal', 'alamin']","[soon, madinnah, inshallah, tuah, sana, keluarga, aamiin, yarobbal, alamin]","soon madinnah inshallah tuah sana keluarga aamiin yarobbal alamin","79","2","2025-02-12 04:39:05","False","True","False","id","positif"
"Wilman’s comment: kabur aja. dulu","kabur aja. dulu","kabur aja dulu","kabur aja dulu","['kabur', 'aja']","[kabur, aja]","kabur aja","0","0","2025-02-18 15:01:29","False","True","False","id","positif"
"riz.ka’s comment: Hahaha yuk yang mau #kaburajadulu bisa dm ya","Hahaha yuk yang mau #kaburajadulu bisa dm ya","hahaha yuk yang mau bisa dm ya","hahaha yuk yang mau bisa dm ya","['hahaha', 'dm']","[hahaha, dm]","hahaha dm","0","0","2025-03-03 14:29:39","False","True","False","id","negatif"
"♡hilma_ilma♡’s comment: pengen ke luar negeri tapi masalahhnya gk ada cuan😭😭","pengen ke luar negeri tapi masalahhnya gk ada cuan😭😭","pengen ke luar negeri tapi masalahhnya gk ada cuan","ingin ke luar negeri tapi masalahhnya tidak ada cuan","['negeri', 'masalahhnya', 'cuan']","[negeri, masalahhnya, cuan]","negeri masalahhnya cuan","1","3","2025-02-18 09:22:19","False","True","False","id","negatif"
"Je’s comment: Info loker dijepang","Info loker dijepang","info loker dijepang","info loker dijepang","['info', 'loker', 'dijepang']","[info, loker, dijepang]","info loker dijepang","0","0","2025-02-11 14:23:37","False","True","False","id","netral"
"Singapore udah Naik lagi coy UMRnya 🗿 sini kok Naik mulu pajaknya🤨🔥","Singapore udah Naik lagi coy UMRnya 🗿 sini kok Naik mulu pajaknya🤨🔥","singapore udah naik lagi coy umrnya sini kok naik mulu pajaknya","singapore sudah naik lagi coy umrnya sini kok naik mulu pajaknya","['singapore', 'coy', 'umrnya', 'mulu', 'pajak']","[singapore, coy, umrnya, mulu, pajak]","singapore coy umrnya mulu pajak","0","0","2025-02-14 14:51:03","False","True","False","id","negatif"
"Shintawnd22’s comment: pengen kabur ke Jepang 😭","pengen kabur ke Jepang 😭","pengen kabur ke jepang","ingin kabur ke jepang","['kabur', 'jepang']","[kabur, jepang]","kabur jepang","4","3","2025-02-18 06:02:38","False","True","False","id","positif"
"Luxe Shop id’s comment: malah nantang bukanya kasih kerjaan🤣","malah nantang bukanya kasih kerjaan🤣","malah nantang bukanya kasih kerjaan","malah nantang bukanya kasih kerjaan","['nantang', 'buka', 'kasih', 'kerja']","[nantang, buka, kasih, kerja]","nantang buka kasih kerja","0","0","2025-02-16 08:53:00","False","True","False","id","negatif"
"the secret’s comment: wah bapa ini belum tau jiwa nasionalismenya perantau luar negri itu GK main2,,, lebih2 karna kita negara akan lebih maju karana kita pahlawan devisa loh pa untuk negara","wah bapa ini belum tau jiwa nasionalismenya perantau luar negri itu GK main2,,, lebih2 karna kita negara akan lebih maju karana kita pahlawan devisa loh pa untuk negara","wah bapa ini belum tau jiwa nasionalismenya perantau luar negri itu gk main2 lebih2 karna kita negara akan lebih maju karana kita pahlawan devisa loh pa untuk negara","wah bapa ini belum tau jiwa nasionalismenya perantau luar negri itu tidak main2 lebih2 karena kita negara akan lebih maju karana kita pahlawan devisa loh pa untuk negara","['bapa', 'tau', 'jiwa', 'nasionalisme', 'rantau', 'negri', 'negara', 'maju', 'karana', 'pahlawan', 'devisa', 'loh', 'pa', 'negara']","[bapa, tau, jiwa, nasionalisme, rantau, negri, negara, maju, karana, pahlawan, devisa, loh, pa, negara]","bapa tau jiwa nasionalisme rantau negri negara maju karana pahlawan devisa loh pa negara","0","0","2025-02-17 06:54:56","False","True","False","id","positif"
"ohani’s comment: mending keluar negeri sih walaupun pajak tinggi juga penghasilan tinggi tapi pajaknya itu tetep balik lagi ke rakyatnya ga korup kayak di..","mending keluar negeri sih walaupun pajak tinggi juga penghasilan tinggi tapi pajaknya itu tetep balik lagi ke rakyatnya ga korup kayak di..","mending keluar negeri sih walaupun pajak tinggi juga penghasilan tinggi tapi pajaknya itu tetep balik lagi ke rakyatnya ga korup kayak di","mending keluar negeri sih walaupun pajak tinggi juga penghasilan tinggi tapi pajaknya itu tetep balik lagi ke rakyatnya tidak korup kayak di","['mending', 'negeri', 'pajak', 'hasil', 'pajak', 'tetep', 'rakyat', 'korup', 'kayak']","[mending, negeri, pajak, hasil, pajak, tetep, rakyat, korup, kayak]","mending negeri pajak hasil pajak tetep rakyat korup kayak","0","0","2025-02-15 03:03:57","False","True","False","id","positif"
"Nunaa’s comment: mau ikut juga capek bgt di negara sendiri cari kerja susah ya ga ngotak","mau ikut juga capek bgt di negara sendiri cari kerja susah ya ga ngotak","mau ikut juga capek bgt di negara sendiri cari kerja susah ya ga ngotak","mau ikut juga capek banget di negara sendiri cari kerja susah ya tidak ngotak","['capek', 'banget', 'negara', 'cari', 'kerja', 'susah', 'ngotak']","[capek, banget, negara, cari, kerja, susah, ngotak]","capek banget negara cari kerja susah ngotak","1","0","2025-02-20 07:51:44","False","True","False","id","positif"
"user4999731513699’s comment: mungkin nggak kuat liat pemimpin nggak jujur","mungkin nggak kuat liat pemimpin nggak jujur","mungkin nggak kuat liat pemimpin nggak jujur","mungkin tidak kuat liat pemimpin tidak jujur","['kuat', 'liat', 'pimpin', 'jujur']","[kuat, liat, pimpin, jujur]","kuat liat pimpin jujur","0","0","2025-02-18 23:25:47","False","True","False","id","negatif"
"Fadli e Molto Beau` [Male]’s comment: emang muak tinggal di indo, gwa muak SE muak muak nya Ampe pengen semua negara tahu kalau Indonesia itu seburuk ini","emang muak tinggal di indo, gwa muak SE muak muak nya Ampe pengen semua negara tahu kalau Indonesia itu seburuk ini","emang muak tinggal di indo gwa muak se muak muak nya ampe pengen semua negara tahu kalau indonesia itu seburuk ini","memang muak tinggal di indonesia gwa muak se muak muak nya ampe ingin semua negara tahu kalau indonesia itu seburuk ini","['muak', 'tinggal', 'indonesia', 'gwa', 'muak', 'muak', 'muak', 'ampe', 'negara', 'indonesia', 'buruk']","[muak, tinggal, indonesia, gwa, muak, muak, muak, ampe, negara, indonesia, buruk]","muak tinggal indonesia gwa muak muak muak ampe negara indonesia buruk","0","0","2025-02-17 15:25:05","False","True","False","id","negatif"
"cici_henyy’s comment: di Konoha cari kerja perlu org dalam perlu uang perlu bermuka2 dan harus bnyak keprtluan🤣","di Konoha cari kerja perlu org dalam perlu uang perlu bermuka2 dan harus bnyak keprtluan🤣","di konoha cari kerja perlu org dalam perlu uang perlu bermuka2 dan harus bnyak keprtluan","di konoha cari kerja perlu orang dalam perlu uang perlu bermuka2 dan harus bnyak keprtluan","['konoha', 'cari', 'kerja', 'orang', 'uang', 'bnyak', 'keprtluan']","[konoha, cari, kerja, orang, uang, bnyak, keprtluan]","konoha cari kerja orang uang bnyak keprtluan","0","0","2025-02-17 00:17:13","False","True","False","id","netral"
"ranggaa’s comment: yang mao kabur barengin dong","yang mao kabur barengin dong","yang mao kabur barengin dong","yang mao kabur barengin dong","['mao', 'kabur', 'barengin']","[mao, kabur, barengin]","mao kabur barengin","0","0","2025-02-14 08:43:45","False","True","False","id","positif"
"to do list
1. pindah negara","to do list
1. pindah negara","to do list 1 pindah negara","to do list 1 pindah negara","['to', 'do', 'list', 'pindah', 'negara']","[to, do, list, pindah, negara]","to do list pindah negara","0","0","2025-02-24 01:38:20","False","True","False","ms","positif"
"dpt apa dr nasionalisme Bahlil😂","dpt apa dr nasionalisme Bahlil😂","dpt apa dr nasionalisme bahlil","dpt apa dari nasionalisme bahlil","['dpt', 'nasionalisme', 'bahlil']","[dpt, nasionalisme, bahlil]","dpt nasionalisme bahlil","1","0","2025-02-13 09:53:49","False","True","False","id","negatif"
"bahlil kena resufhle nggs yah....","bahlil kena resufhle nggs yah....","bahlil kena resufhle nggs yah","bahlil kena resufhle nggs yah","['bahlil', 'kena', 'resufhle', 'nggs']","[bahlil, kena, resufhle, nggs]","bahlil kena resufhle nggs","0","0","2025-02-19 16:21:42","False","True","False","ms","negatif"
"aurell.⋆˚.•✩‧🪼’s comment: @wee💐 @★R★ sapa nihh kenaapaaa samaaa tren iniii siii weee😞😞😞😞😞","@wee💐 @★R★ sapa nihh kenaapaaa samaaa tren iniii siii weee😞😞😞😞😞","r sapa nihh kenaapaaa samaaa tren iniii siii weee","r sapa nihh kenaapa sama tren ini si we","['sapa', 'nihh', 'kenaapa', 'tren', 'we']","[sapa, nihh, kenaapa, tren, we]","sapa nihh kenaapa tren we","0","1","2025-02-16 15:29:29","False","True","False","id","netral"
"who's seli ?’s comment: masa demi nasionalisme kita harus rela gapunya uang pak ya kocak🤣","masa demi nasionalisme kita harus rela gapunya uang pak ya kocak🤣","masa demi nasionalisme kita harus rela gapunya uang pak ya kocak","masa demi nasionalisme kita harus rela gapunya uang pak ya kocak","['nasionalisme', 'rela', 'gapunya', 'uang', 'kocak']","[nasionalisme, rela, gapunya, uang, kocak]","nasionalisme rela gapunya uang kocak","0","0","2025-02-22 23:51:03","False","True","False","id","negatif"
"b’s comment: kak tangan kamu putih bgtt😭😭","kak tangan kamu putih bgtt😭😭","kak tangan kamu putih bgtt","kak tangan kamu putih bgtt","['kak', 'tangan', 'putih', 'bgtt']","[kak, tangan, putih, bgtt]","kak tangan putih bgtt","0","0","2025-02-18 03:00:39","False","True","False","id","netral"
"kita mah hanya rakyat biasa gak bisa mengatur negara padahal di UUD negara di atur aoleh musyawarah masyarakat 🗿","kita mah hanya rakyat biasa gak bisa mengatur negara padahal di UUD negara di atur aoleh musyawarah masyarakat 🗿","kita mah hanya rakyat biasa gak bisa mengatur negara padahal di uud negara di atur aoleh musyawarah masyarakat","kita mah hanya rakyat biasa tidak bisa mengatur negara padahal di uud negara di atur aoleh musyawarah masyarakat","['rakyat', 'atur', 'negara', 'uud', 'negara', 'atur', 'aoleh', 'musyawarah', 'masyarakat']","[rakyat, atur, negara, uud, negara, atur, aoleh, musyawarah, masyarakat]","rakyat atur negara uud negara atur aoleh musyawarah masyarakat","0","0","2025-02-15 10:40:57","False","True","False","id","negatif"
"▂▃▄▅▆▇█▓▒░🗽⃢⃢🗿░▒▓█▇▆▅▄▃▂’s comment: gue kabur ke Kamboja aja lah","gue kabur ke Kamboja aja lah","gue kabur ke kamboja aja lah","gue kabur ke kamboja aja lah","['gue', 'kabur', 'kamboja', 'aja']","[gue, kabur, kamboja, aja]","gue kabur kamboja aja","0","0","2025-02-15 09:12:33","False","True","False","id","positif"
"disini bukan masalah nasionalisme, disini soal pemerintah yang berat sebelah, coba gaji tunjangan dll rakyatnya diratakan sama pemerintahan dpr / mpr 😎","disini bukan masalah nasionalisme, disini soal pemerintah yang berat sebelah, coba gaji tunjangan dll rakyatnya diratakan sama pemerintahan dpr / mpr 😎","disini bukan masalah nasionalisme disini soal pemerintah yang berat sebelah coba gaji tunjangan dll rakyatnya diratakan sama pemerintahan dpr mpr","disini bukan masalah nasionalisme disini soal pemerintah yang berat sebelah coba gaji tunjangan dll rakyatnya diratakan sama pemerintahan dpr mpr","['nasionalisme', 'perintah', 'berat', 'belah', 'coba', 'gaji', 'tunjang', 'rakyat', 'rata', 'perintah', 'dpr', 'mpr']","[nasionalisme, perintah, berat, belah, coba, gaji, tunjang, rakyat, rata, perintah, dpr, mpr]","nasionalisme perintah berat belah coba gaji tunjang rakyat rata perintah dpr mpr","0","0","2025-02-17 05:44:34","False","True","False","id","negatif"
"Muhammad Yesus’s comment: Nasionalisme org indo itu tidk di ragukan lagi bos apalagi soal membela tanah air 👍😎💪🔥","Nasionalisme org indo itu tidk di ragukan lagi bos apalagi soal membela tanah air 👍😎💪🔥","nasionalisme org indo itu tidk di ragukan lagi bos apalagi soal membela tanah air","nasionalisme orang indonesia itu tidk di ragukan lagi bos apalagi soal membela tanah air","['nasionalisme', 'orang', 'indonesia', 'tidk', 'ragu', 'bos', 'bela', 'tanah', 'air']","[nasionalisme, orang, indonesia, tidk, ragu, bos, bela, tanah, air]","nasionalisme orang indonesia tidk ragu bos bela tanah air","5","2","2025-02-12 14:11:53","False","True","False","id","positif"
"massita’s comment: claim this energy 🥺🍀🧿","claim this energy 🥺🍀🧿","claim this energy","claim this energy","['claim', 'this', 'energy']","[claim, this, energy]","claim this energy","0","0","2025-02-13 18:50:02","False","True","False","en","positif"
