"text","extracted_text","cleaned_text","normalized_text","tokens_no_stopwords_and_stemmed","tokens_no_stopwords_and_stemmed_formatted","processed","likes","reply_count","created_time_formatted","is_pinned","is_reply","user_verified","comment_language","sentiment_label"
"★ 𝙔 ★’s comment: knpa ya indo ngk maju""","knpa ya indo ngk maju""","knpa ya indo ngk maju","knpa ya indonesia ngk maju","['knpa', 'indonesia', 'ngk', 'maju']","[knpa, indonesia, ngk, maju]","knpa indonesia ngk maju","0","0","2025-02-12 23:05:08","False","True","False","id","positif"
"Dann’s comment: nasionalisme=umr","nasionalisme=umr","nasionalismeumr","nasionalismeumr","['nasionalismeumr']","[nasionalismeumr]","nasionalismeumr","0","0","2025-02-15 22:12:35","False","True","False","id","negatif"
"bang jemput aku bang","bang jemput aku bang","bang jemput aku bang","bang jemput saya bang","['bang', 'jemput', 'bang']","[bang, jemput, bang]","bang jemput bang","0","0","2025-02-21 03:58:51","False","True","False","id","negatif"
"pixie.hollow🧿🫧’s comment: manifesting kak","manifesting kak","manifesting kak","manifesting kak","['manifesting', 'kak']","[manifesting, kak]","manifesting kak","0","0","2025-02-11 07:54:23","False","True","False","ms","positif"
"wangiremaja’s comment: saya malah meragukan sistem kerja Indonesia","saya malah meragukan sistem kerja Indonesia","saya malah meragukan sistem kerja indonesia","saya malah meragukan sistem kerja indonesia","['ragu', 'sistem', 'kerja', 'indonesia']","[ragu, sistem, kerja, indonesia]","ragu sistem kerja indonesia","2","0","2025-02-15 21:01:22","False","True","False","id","negatif"
"Cara Selamanya dikorea gitu gimana Cok, Gw belum tau soalnya mau kabur juga 🗿🗿","Cara Selamanya dikorea gitu gimana Cok, Gw belum tau soalnya mau kabur juga 🗿🗿","cara selamanya dikorea gitu gimana cok gw belum tau soalnya mau kabur juga","cara selamanya dikorea begitu bagaimana cok saya belum tau soalnya mau kabur juga","['dikorea', 'cok', 'tau', 'kabur']","[dikorea, cok, tau, kabur]","dikorea cok tau kabur","0","0","2025-02-19 06:54:53","False","True","False","id","positif"
"user2508585448196’s comment: ini menteri bahlul seperti nasionalisme sendiri","ini menteri bahlul seperti nasionalisme sendiri","ini menteri bahlul seperti nasionalisme sendiri","ini menteri bahlul seperti nasionalisme sendiri","['menteri', 'bahlul', 'nasionalisme']","[menteri, bahlul, nasionalisme]","menteri bahlul nasionalisme","0","0","2025-02-16 07:45:32","False","True","False","id","negatif"
"Hieronimus Bw’s comment: orang-orang yang menggaungkan kabur aja dulu adalah 1 dari puluhan bahkan ratusan orang yang memang ketika merantau mendapatkan pencapaian yang tidak dia dapat di negeri sendiri. Ga segampang itu, banyak kendala nya, biaya, bahasa, budaya, aturan, keterampilan. kabur sih kabur, klo lu gada skill ya jadi gelandangan","orang-orang yang menggaungkan kabur aja dulu adalah 1 dari puluhan bahkan ratusan orang yang memang ketika merantau mendapatkan pencapaian yang tidak dia dapat di negeri sendiri. Ga segampang itu, banyak kendala nya, biaya, bahasa, budaya, aturan, keterampilan. kabur sih kabur, klo lu gada skill ya jadi gelandangan","orangorang yang menggaungkan kabur aja dulu adalah 1 dari puluhan bahkan ratusan orang yang memang ketika merantau mendapatkan pencapaian yang tidak dia dapat di negeri sendiri ga segampang itu banyak kendala nya biaya bahasa budaya aturan keterampilan kabur sih kabur klo lu gada skill ya jadi gelandangan","orangorang yang menggaungkan kabur aja dulu adalah 1 dari puluhan bahkan ratusan orang yang memang ketika merantau mendapatkan pencapaian yang tidak dia dapat di negeri sendiri tidak segampang itu banyak kendala nya biaya bahasa budaya aturan keterampilan kabur sih kabur kalau kamu gada skill ya jadi gelandangan","['orangorang', 'gaung', 'kabur', 'aja', 'puluh', 'ratus', 'orang', 'rantau', 'capai', 'negeri', 'gampang', 'kendala', 'biaya', 'bahasa', 'budaya', 'atur', 'terampil', 'kabur', 'kabur', 'gada', 'skill', 'gelandang']","[orangorang, gaung, kabur, aja, puluh, ratus, orang, rantau, capai, negeri, gampang, kendala, biaya, bahasa, budaya, atur, terampil, kabur, kabur, gada, skill, gelandang]","orangorang gaung kabur aja puluh ratus orang rantau capai negeri gampang kendala biaya bahasa budaya atur terampil kabur kabur gada skill gelandang","0","0","2025-02-14 11:36:37","False","True","False","id","positif"
"tutityu’s comment: nasionalisme ga ngasih makan dan gaji juga 😭","nasionalisme ga ngasih makan dan gaji juga 😭","nasionalisme ga ngasih makan dan gaji juga","nasionalisme tidak ngasih makan dan gaji juga","['nasionalisme', 'ngasih', 'makan', 'gaji']","[nasionalisme, ngasih, makan, gaji]","nasionalisme ngasih makan gaji","0","0","2025-02-14 19:48:00","False","True","False","id","negatif"
"enak hidup luar negri dr pada di Indonesia","enak hidup luar negri dr pada di Indonesia","enak hidup luar negri dr pada di indonesia","enak hidup luar negri dari pada di indonesia","['enak', 'hidup', 'negri', 'indonesia']","[enak, hidup, negri, indonesia]","enak hidup negri indonesia","0","0","2025-02-19 12:03:23","False","True","False","id","positif"
"takut yh om uang negara tinggal dikit gara2 sdm nya pada kaburt😂😂😂😂","takut yh om uang negara tinggal dikit gara2 sdm nya pada kaburt😂😂😂😂","takut yh om uang negara tinggal dikit gara2 sdm nya pada kaburt","takut yh om uang negara tinggal dikit gara2 sdm nya pada kaburt","['takut', 'yh', 'om', 'uang', 'negara', 'tinggal', 'dikit', 'sdm', 'kaburt']","[takut, yh, om, uang, negara, tinggal, dikit, sdm, kaburt]","takut yh om uang negara tinggal dikit sdm kaburt","0","0","2025-02-20 06:09:56","False","True","False","id","negatif"
"_elendra’s comment: gw dl habis lulus SMA knp ga ke luar negri aja sih,, 32 thn di Indonesia ga punya apa² ,, temen gw 3 thn di luar udah punya rumah bagus😢","gw dl habis lulus SMA knp ga ke luar negri aja sih,, 32 thn di Indonesia ga punya apa² ,, temen gw 3 thn di luar udah punya rumah bagus😢","gw dl habis lulus sma knp ga ke luar negri aja sih 32 thn di indonesia ga punya apa² temen gw 3 thn di luar udah punya rumah bagus","saya dl habis lulus sma knp tidak ke luar negri aja sih 32 tahun di indonesia tidak punya apa² temen saya 3 tahun di luar sudah punya rumah bagus","['dl', 'habis', 'lulus', 'sma', 'knp', 'negri', 'aja', 'indonesia', 'temen', 'rumah', 'bagus']","[dl, habis, lulus, sma, knp, negri, aja, indonesia, temen, rumah, bagus]","dl habis lulus sma knp negri aja indonesia temen rumah bagus","0","0","2025-02-18 01:02:39","False","True","False","id","positif"
"Pengembara’s comment: lah di negri sendiri susah karena di bikin rumit 😏😏😏","lah di negri sendiri susah karena di bikin rumit 😏😏😏","lah di negri sendiri susah karena di bikin rumit","lah di negri sendiri susah karena di bikin rumit","['negri', 'susah', 'bikin', 'rumit']","[negri, susah, bikin, rumit]","negri susah bikin rumit","0","0","2025-02-19 08:57:22","False","True","False","id","negatif"
"Satoruu’s comment: iya co skrg gausa nasionalisme"" an negara sendiri aj gada peduli"" nya rakyat jelata, mana lagi kasus"" nya lebi ngedukung yg berduit jadi skrg gausa tinggiin nasionalisme jadi sukses aj di negara org","iya co skrg gausa nasionalisme"" an negara sendiri aj gada peduli"" nya rakyat jelata, mana lagi kasus"" nya lebi ngedukung yg berduit jadi skrg gausa tinggiin nasionalisme jadi sukses aj di negara org","iya co skrg gausa nasionalisme an negara sendiri aj gada peduli nya rakyat jelata mana lagi kasus nya lebi ngedukung yg berduit jadi skrg gausa tinggiin nasionalisme jadi sukses aj di negara org","iya co sekarang gausa nasionalisme an negara sendiri aj gada peduli nya rakyat jelata mana lagi kasus nya lebi ngedukung yang berduit jadi sekarang gausa tinggiin nasionalisme jadi sukses aj di negara orang","['iya', 'co', 'gausa', 'nasionalisme', 'an', 'negara', 'aj', 'gada', 'peduli', 'rakyat', 'jelata', 'lebi', 'ngedukung', 'duit', 'gausa', 'tinggiin', 'nasionalisme', 'sukses', 'aj', 'negara', 'orang']","[iya, co, gausa, nasionalisme, an, negara, aj, gada, peduli, rakyat, jelata, lebi, ngedukung, duit, gausa, tinggiin, nasionalisme, sukses, aj, negara, orang]","iya co gausa nasionalisme an negara aj gada peduli rakyat jelata lebi ngedukung duit gausa tinggiin nasionalisme sukses aj negara orang","0","0","2025-02-23 02:50:08","False","True","False","id","negatif"
"nasionalis=pajak😅","nasionalis=pajak😅","nasionalispajak","nasionalispajak","['nasionalispajak']","[nasionalispajak]","nasionalispajak","0","0","2025-02-14 22:45:07","False","True","False","id","netral"
"キリスト教徒’s comment: telat seperkian menit gaji dipotong, lembur sampai berapa jam anggap aja ......
+ syarat kerja harus berpenampilan seperti pangeran dan ratu","telat seperkian menit gaji dipotong, lembur sampai berapa jam anggap aja ......
+ syarat kerja harus berpenampilan seperti pangeran dan ratu","telat seperkian menit gaji dipotong lembur sampai berapa jam anggap aja syarat kerja harus berpenampilan seperti pangeran dan ratu","telat seperkian menit gaji dipotong lembur sampai berapa jam anggap aja syarat kerja harus berpenampilan seperti pangeran dan ratu","['telat', 'kian', 'gaji', 'potong', 'lembur', 'anggap', 'aja', 'syarat', 'kerja', 'tampil', 'pangeran', 'ratu']","[telat, kian, gaji, potong, lembur, anggap, aja, syarat, kerja, tampil, pangeran, ratu]","telat kian gaji potong lembur anggap aja syarat kerja tampil pangeran ratu","1","0","2025-02-15 09:35:29","False","True","False","id","negatif"
"kamukemaluankuhehe’s comment: setiap kali pulng ke kmpung selalu di tanya ama kakek: loh udah ga kerja lagi?
gua : ga kek aku mau nyoba lamar kerja di tempat lain
kakek : benar itu jangan diam di satu tempat selagi belum punya-","setiap kali pulng ke kmpung selalu di tanya ama kakek: loh udah ga kerja lagi?
gua : ga kek aku mau nyoba lamar kerja di tempat lain
kakek : benar itu jangan diam di satu tempat selagi belum punya-","setiap kali pulng ke kmpung selalu di tanya ama kakek loh udah ga kerja lagi gua ga kek aku mau nyoba lamar kerja di tempat lain kakek benar itu jangan diam di satu tempat selagi belum punya","setiap kali pulng ke kmpung selalu di tanya ama kakek loh sudah tidak kerja lagi saya tidak seperti saya mau nyoba lamar kerja di tempat lain kakek benar itu jangan diam di satu tempat selagi belum punya","['kali', 'pulng', 'kmpung', 'ama', 'kakek', 'loh', 'kerja', 'nyoba', 'lamar', 'kerja', 'kakek', 'diam', 'selagi']","[kali, pulng, kmpung, ama, kakek, loh, kerja, nyoba, lamar, kerja, kakek, diam, selagi]","kali pulng kmpung ama kakek loh kerja nyoba lamar kerja kakek diam selagi","1","2","2025-02-17 06:49:36","False","True","False","id","negatif"
"Kren bg","Kren bg","kren bg","keren bg","['keren', 'bg']","[keren, bg]","keren bg","0","0","2025-02-21 10:21:41","False","True","False","id","negatif"
"saya tau kenapa dia bilang kek gitu karna para pejabat ga bisa jalan jalan ke luar negri karna di batesi sama presiden kita wkwk😂😂","saya tau kenapa dia bilang kek gitu karna para pejabat ga bisa jalan jalan ke luar negri karna di batesi sama presiden kita wkwk😂😂","saya tau kenapa dia bilang kek gitu karna para pejabat ga bisa jalan jalan ke luar negri karna di batesi sama presiden kita wkwk","saya tau kenapa dia bilang seperti begitu karena para pejabat tidak bisa jalan jalan ke luar negri karena di batesi sama presiden kita wkwk","['tau', 'bilang', 'jabat', 'jalan', 'jalan', 'negri', 'batesi', 'presiden', 'wkwk']","[tau, bilang, jabat, jalan, jalan, negri, batesi, presiden, wkwk]","tau bilang jabat jalan jalan negri batesi presiden wkwk","1","0","2025-02-12 15:04:02","False","True","False","id","negatif"
"Hahaha","Hahaha","hahaha","hahaha","['hahaha']","[hahaha]","hahaha","0","0","2025-02-15 16:54:40","False","True","False","tl","netral"
"Attarisk’s comment: tapi emang rata rata orang Indonesia kalo mau kabur tuh masih sekitaran area asia jadinya kalo ga ke jepang ya ke Singapore, tapi gw mau kabur ke Jerman biar dapet kerja nya gampang karna gaada syarat batasan usia dan berpenampilan menarik 😂","tapi emang rata rata orang Indonesia kalo mau kabur tuh masih sekitaran area asia jadinya kalo ga ke jepang ya ke Singapore, tapi gw mau kabur ke Jerman biar dapet kerja nya gampang karna gaada syarat batasan usia dan berpenampilan menarik 😂","tapi emang rata rata orang indonesia kalo mau kabur tuh masih sekitaran area asia jadinya kalo ga ke jepang ya ke singapore tapi gw mau kabur ke jerman biar dapet kerja nya gampang karna gaada syarat batasan usia dan berpenampilan menarik","tapi memang rata rata orang indonesia kalau mau kabur tuh masih sekitaran area asia jadinya kalau tidak ke jepang ya ke singapore tapi saya mau kabur ke jerman biar dapet kerja nya gampang karena gaada syarat batasan usia dan berpenampilan menarik","['orang', 'indonesia', 'kabur', 'sekitar', 'area', 'asia', 'jepang', 'singapore', 'kabur', 'jerman', 'biar', 'dapet', 'kerja', 'gampang', 'gaada', 'syarat', 'batas', 'usia', 'tampil', 'tarik']","[orang, indonesia, kabur, sekitar, area, asia, jepang, singapore, kabur, jerman, biar, dapet, kerja, gampang, gaada, syarat, batas, usia, tampil, tarik]","orang indonesia kabur sekitar area asia jepang singapore kabur jerman biar dapet kerja gampang gaada syarat batas usia tampil tarik","0","0","2025-02-17 08:32:08","False","True","False","id","positif"
"bissmillah Belanda 🙏 #kaburajadulu","bissmillah Belanda 🙏 #kaburajadulu","bissmillah belanda","bissmillah belanda","['bissmillah', 'belanda']","[bissmillah, belanda]","bissmillah belanda","0","0","2025-02-12 10:43:11","False","True","False","id","positif"
"ke Belanda yuk","ke Belanda yuk","ke belanda yuk","ke belanda yuk","['belanda']","[belanda]","belanda","0","0","2025-02-14 14:46:13","False","True","False","id","positif"
"eunoia’s comment: hlo bangg","hlo bangg","hlo bangg","hlo bangg","['hlo', 'bangg']","[hlo, bangg]","hlo bangg","0","0","2025-02-17 05:08:05","False","True","False","id","netral"
"pngen krja d LN, tp klo ikut LPK kdu nunggu 1 th platihan....😩
barang kali ad rekomendasi....🙏🏻","pngen krja d LN, tp klo ikut LPK kdu nunggu 1 th platihan....😩
barang kali ad rekomendasi....🙏🏻","pngen krja d ln tp klo ikut lpk kdu nunggu 1 th platihan barang kali ad rekomendasi","pngen krja d ln tp kalau ikut lpk kdu nunggu 1 tahun platihan barang kali ad rekomendasi","['pngen', 'krja', 'ln', 'tp', 'lpk', 'kdu', 'nunggu', 'platihan', 'barang', 'kali', 'ad', 'rekomendasi']","[pngen, krja, ln, tp, lpk, kdu, nunggu, platihan, barang, kali, ad, rekomendasi]","pngen krja ln tp lpk kdu nunggu platihan barang kali ad rekomendasi","1","0","2025-02-12 07:13:17","False","True","False","id","positif"
"—Fàii💤’s comment: apalagi klo ke Jepang tinggal di pedesaan dapet duit lagi","apalagi klo ke Jepang tinggal di pedesaan dapet duit lagi","apalagi klo ke jepang tinggal di pedesaan dapet duit lagi","apalagi kalau ke jepang tinggal di pedesaan dapet duit lagi","['jepang', 'tinggal', 'desa', 'dapet', 'duit']","[jepang, tinggal, desa, dapet, duit]","jepang tinggal desa dapet duit","0","0","2025-02-17 11:08:11","False","True","False","id","positif"
"𝐏. 𝐑𝐨𝐜𝐡𝐢𝐦𝐚𝐭’s comment: but the loc is ponorogo 😭","but the loc is ponorogo 😭","but the loc is ponorogo","but the loc is ponorogo","['but', 'the', 'loc', 'is', 'ponorogo']","[but, the, loc, is, ponorogo]","but the loc is ponorogo","0","0","2025-03-01 10:02:40","False","True","False","id","netral"
"ini kode mesin’s comment: loh kan pencetus kabur aja dulu itu pak prabowo yang kabur ke jordania tahun 98","loh kan pencetus kabur aja dulu itu pak prabowo yang kabur ke jordania tahun 98","loh kan pencetus kabur aja dulu itu pak prabowo yang kabur ke jordania tahun 98","loh kan pencetus kabur aja dulu itu pak prabowo yang kabur ke jordania tahun 98","['loh', 'cetus', 'kabur', 'aja', 'prabowo', 'kabur', 'jordania']","[loh, cetus, kabur, aja, prabowo, kabur, jordania]","loh cetus kabur aja prabowo kabur jordania","0","0","2025-02-14 13:20:49","False","True","False","id","negatif"
"aku pengen kabur tapi udah punya anak dan suami bang😳","aku pengen kabur tapi udah punya anak dan suami bang😳","aku pengen kabur tapi udah punya anak dan suami bang","saya ingin kabur tapi sudah punya anak dan suami bang","['kabur', 'anak', 'suami', 'bang']","[kabur, anak, suami, bang]","kabur anak suami bang","0","0","2025-02-18 10:37:55","False","True","False","id","positif"
"Sadran Sadran’s comment: maaf bos Indonesia kebanyakan syarat nyari kerja gaji tidak sesuai pengeluaran makanya banyak orang orang banyak keluar negeri nyari kerje pendapatan masih. seimbang sama pengeluaran","maaf bos Indonesia kebanyakan syarat nyari kerja gaji tidak sesuai pengeluaran makanya banyak orang orang banyak keluar negeri nyari kerje pendapatan masih. seimbang sama pengeluaran","maaf bos indonesia kebanyakan syarat nyari kerja gaji tidak sesuai pengeluaran makanya banyak orang orang banyak keluar negeri nyari kerje pendapatan masih seimbang sama pengeluaran","maaf bos indonesia kebanyakan syarat mencari kerja gaji tidak sesuai pengeluaran makanya banyak orang orang banyak keluar negeri mencari kerje pendapatan masih seimbang sama pengeluaran","['maaf', 'bos', 'indonesia', 'banyak', 'syarat', 'cari', 'kerja', 'gaji', 'sesuai', 'keluar', 'orang', 'orang', 'negeri', 'cari', 'kerje', 'dapat', 'imbang', 'keluar']","[maaf, bos, indonesia, banyak, syarat, cari, kerja, gaji, sesuai, keluar, orang, orang, negeri, cari, kerje, dapat, imbang, keluar]","maaf bos indonesia banyak syarat cari kerja gaji sesuai keluar orang orang negeri cari kerje dapat imbang keluar","0","0","2025-02-20 02:28:58","False","True","False","id","negatif"
"Ditungguin pendapatnya kakak, malah ngebahas yang udh kita tahu 🗿","Ditungguin pendapatnya kakak, malah ngebahas yang udh kita tahu 🗿","ditungguin pendapatnya kakak malah ngebahas yang udh kita tahu","ditungguin pendapatnya kakak malah ngebahas yang sudah kita tahu","['ditungguin', 'dapat', 'kakak', 'ngebahas']","[ditungguin, dapat, kakak, ngebahas]","ditungguin dapat kakak ngebahas","0","0","2025-02-14 11:59:39","False","True","False","id","netral"
"Erwin’s comment: 10 tahun udah netep atau dapet istri warlok sana mnding pindah kewarganegaraan, sayang uang lu buat bayar pajak ini negeri 🗿","10 tahun udah netep atau dapet istri warlok sana mnding pindah kewarganegaraan, sayang uang lu buat bayar pajak ini negeri 🗿","10 tahun udah netep atau dapet istri warlok sana mnding pindah kewarganegaraan sayang uang lu buat bayar pajak ini negeri","10 tahun sudah netep atau dapet istri warlok sana mnding pindah kewarganegaraan sayang uang kamu buat bayar pajak ini negeri","['netep', 'dapet', 'istri', 'warlok', 'mnding', 'pindah', 'kewarganegaraan', 'sayang', 'uang', 'bayar', 'pajak', 'negeri']","[netep, dapet, istri, warlok, mnding, pindah, kewarganegaraan, sayang, uang, bayar, pajak, negeri]","netep dapet istri warlok mnding pindah kewarganegaraan sayang uang bayar pajak negeri","0","0","2025-02-18 09:56:57","False","True","False","id","negatif"
"@GL_Sapu_dalan’s comment: tidakkkkkk diragukan lagi 🥵","tidakkkkkk diragukan lagi 🥵","tidakkkkkk diragukan lagi","tidak diragukan lagi","['ragu']","[ragu]","ragu","0","0","2025-02-16 10:32:26","False","True","False","id","positif"
"smg dg adanya #kaburajadulu bisa merubah persyaratan kerja di indo apalagi masalah umur","smg dg adanya #kaburajadulu bisa merubah persyaratan kerja di indo apalagi masalah umur","smg dg adanya bisa merubah persyaratan kerja di indo apalagi masalah umur","smg dg adanya bisa merubah persyaratan kerja di indonesia apalagi masalah umur","['smg', 'dg', 'rubah', 'syarat', 'kerja', 'indonesia', 'umur']","[smg, dg, rubah, syarat, kerja, indonesia, umur]","smg dg rubah syarat kerja indonesia umur","2","0","2025-02-12 12:13:43","False","True","False","id","positif"
"rαrααααααα🎶🤍’s comment: Rasanya pengen pergi dari negara ini , gaesss butuh inpo TKW 🙏🏻","Rasanya pengen pergi dari negara ini , gaesss butuh inpo TKW 🙏🏻","rasanya pengen pergi dari negara ini gaesss butuh inpo tkw","rasanya ingin pergi dari negara ini gaes butuh inpo tkw","['pergi', 'negara', 'gaes', 'butuh', 'inpo', 'tkw']","[pergi, negara, gaes, butuh, inpo, tkw]","pergi negara gaes butuh inpo tkw","1","0","2025-02-12 23:20:04","False","True","False","id","positif"
"Roki D1K’s comment: Negara aja ga peduli sama rakyatnya ngomongin nasionalisme.lebih tepatnya peringgi negara","Negara aja ga peduli sama rakyatnya ngomongin nasionalisme.lebih tepatnya peringgi negara","negara aja ga peduli sama rakyatnya ngomongin nasionalismelebih tepatnya peringgi negara","negara aja tidak peduli sama rakyatnya ngomongin nasionalismelebih tepatnya peringgi negara","['negara', 'aja', 'peduli', 'rakyat', 'ngomongin', 'nasionalismelebih', 'tepat', 'peringgi', 'negara']","[negara, aja, peduli, rakyat, ngomongin, nasionalismelebih, tepat, peringgi, negara]","negara aja peduli rakyat ngomongin nasionalismelebih tepat peringgi negara","0","1","2025-02-15 15:36:30","False","True","False","id","negatif"
"Januar’s comment: Saya Sebagai Rakyat Indonesia malah Meragukan Nasionalisme para Penguasa di Negeri ini terhadap Rakyatnya Sendiri yang TIDAK DIPERHATIKAN KESEJAHTERAAN NYA. MANA ITU SILA KE 5.?? MANA.???","Saya Sebagai Rakyat Indonesia malah Meragukan Nasionalisme para Penguasa di Negeri ini terhadap Rakyatnya Sendiri yang TIDAK DIPERHATIKAN KESEJAHTERAAN NYA. MANA ITU SILA KE 5.?? MANA.???","saya sebagai rakyat indonesia malah meragukan nasionalisme para penguasa di negeri ini terhadap rakyatnya sendiri yang tidak diperhatikan kesejahteraan nya mana itu sila ke 5 mana","saya sebagai rakyat indonesia malah meragukan nasionalisme para penguasa di negeri ini terhadap rakyatnya sendiri yang tidak diperhatikan kesejahteraan nya mana itu sila ke 5 mana","['rakyat', 'indonesia', 'ragu', 'nasionalisme', 'kuasa', 'negeri', 'rakyat', 'perhati', 'sejahtera', 'sila']","[rakyat, indonesia, ragu, nasionalisme, kuasa, negeri, rakyat, perhati, sejahtera, sila]","rakyat indonesia ragu nasionalisme kuasa negeri rakyat perhati sejahtera sila","0","0","2025-02-15 16:04:18","False","True","False","id","negatif"
"Arif Rahman’s comment: lebih baik hujan emas di negri orang dari pada melarat di negeri sendiri","lebih baik hujan emas di negri orang dari pada melarat di negeri sendiri","lebih baik hujan emas di negri orang dari pada melarat di negeri sendiri","lebih baik hujan emas di negri orang dari pada melarat di negeri sendiri","['hujan', 'emas', 'negri', 'orang', 'melarat', 'negeri']","[hujan, emas, negri, orang, melarat, negeri]","hujan emas negri orang melarat negeri","1","0","2025-02-14 13:51:03","False","True","False","ms","positif"
"bubar""","bubar""","bubar","bubar","['bubar']","[bubar]","bubar","0","0","2025-02-20 06:07:51","False","True","False","id","negatif"
"VitaPurba’s comment: saya meragukan cara kerja bapak untuk rakyat🙏🙏","saya meragukan cara kerja bapak untuk rakyat🙏🙏","saya meragukan cara kerja bapak untuk rakyat","saya meragukan cara kerja bapak untuk rakyat","['ragu', 'kerja', 'rakyat']","[ragu, kerja, rakyat]","ragu kerja rakyat","2","0","2025-02-12 08:14:42","False","True","False","ms","negatif"
"H.Herdianto Tizui’s comment: kalo Kya gini saya lebih milih pindah keluar negri..","kalo Kya gini saya lebih milih pindah keluar negri..","kalo kya gini saya lebih milih pindah keluar negri","kalau kya gini saya lebih milih pindah keluar negri","['kya', 'gin', 'milih', 'pindah', 'negri']","[kya, gin, milih, pindah, negri]","kya gin milih pindah negri","0","0","2025-02-20 06:17:02","False","True","False","id","positif"
"arinnnnnn’s comment: plis outfit nyari pkl ka vinaa","plis outfit nyari pkl ka vinaa","plis outfit nyari pkl ka vinaa","plis outfit mencari pkl ka vinaa","['plis', 'outfit', 'cari', 'pkl', 'ka', 'vinaa']","[plis, outfit, cari, pkl, ka, vinaa]","plis outfit cari pkl ka vinaa","0","0","2025-02-15 02:14:48","False","True","False","id","netral"
"Hnmk2nd’s comment: negri anime🥰","negri anime🥰","negri anime","negri anime","['negri', 'anime']","[negri, anime]","negri anime","0","0","2025-02-10 10:38:45","False","True","False","id","positif"
