"text","extracted_text","cleaned_text","normalized_text","tokens_no_stopwords_and_stemmed","tokens_no_stopwords_and_stemmed_formatted","processed","likes","reply_count","created_time_formatted","is_pinned","is_reply","user_verified","comment_language","sentiment_label"
"aku tim stay di indo aja,karena ga terlalu diambil pusing juga,toh semunya ada sisi positif dan negatifnya mau diindo atau diluar","aku tim stay di indo aja,karena ga terlalu diambil pusing juga,toh semunya ada sisi positif dan negatifnya mau diindo atau diluar","aku tim stay di indo ajakarena ga terlalu diambil pusing jugatoh semunya ada sisi positif dan negatifnya mau diindo atau diluar","saya tim stay di indonesia ajakarena tidak terlalu diambil pusing jugatoh semunya ada sisi positif dan negatifnya mau diindo atau diluar","['tim', 'stay', 'indonesia', 'ajakarena', 'ambil', 'pusing', 'jugatoh', 'semu', 'sisi', 'positif', 'negatif', 'diindo', 'luar']","[tim, stay, indonesia, ajakarena, ambil, pusing, jugatoh, semu, sisi, positif, negatif, diindo, luar]","tim stay indonesia ajakarena ambil pusing jugatoh semu sisi positif negatif diindo luar","0","0","2025-02-14 18:18:25","False","True","False","id","negatif"
"kek sanggup aja dia ngasih kerjaan,ngaca Sono pak wkwkw..
btw gw liat ini jadi pengen ikut kabur aja dulu","kek sanggup aja dia ngasih kerjaan,ngaca Sono pak wkwkw..
btw gw liat ini jadi pengen ikut kabur aja dulu","kek sanggup aja dia ngasih kerjaanngaca sono pak wkwkw btw gw liat ini jadi pengen ikut kabur aja dulu","seperti sanggup aja dia ngasih kerjaanngaca sono pak wkwkw ngomong-ngomong saya liat ini jadi ingin ikut kabur aja dulu","['sanggup', 'aja', 'ngasih', 'kerjaanngaca', 'sono', 'wkwkw', 'liat', 'kabur', 'aja']","[sanggup, aja, ngasih, kerjaanngaca, sono, wkwkw, liat, kabur, aja]","sanggup aja ngasih kerjaanngaca sono wkwkw liat kabur aja","0","0","2025-02-16 01:28:55","False","True","False","id","positif"
"ngomong nasionalis...negara ga memberikan kesempatan bekerja dan berkarya😂","ngomong nasionalis...negara ga memberikan kesempatan bekerja dan berkarya😂","ngomong nasionalisnegara ga memberikan kesempatan bekerja dan berkarya","ngomong nasionalisnegara tidak memberikan kesempatan bekerja dan berkarya","['ngomong', 'nasionalisnegara', 'sempat', 'karya']","[ngomong, nasionalisnegara, sempat, karya]","ngomong nasionalisnegara sempat karya","1","0","2025-02-12 06:44:42","False","True","False","id","negatif"
"Giku Raffa’s comment: Saya umur mau gocap tapi masih laku sama perusahaan luar dengan gaji Alhamdulillah!","Saya umur mau gocap tapi masih laku sama perusahaan luar dengan gaji Alhamdulillah!","saya umur mau gocap tapi masih laku sama perusahaan luar dengan gaji alhamdulillah","saya umur mau gocap tapi masih laku sama perusahaan luar dengan gaji alhamdulillah","['umur', 'gocap', 'laku', 'usaha', 'gaji', 'alhamdulillah']","[umur, gocap, laku, usaha, gaji, alhamdulillah]","umur gocap laku usaha gaji alhamdulillah","0","0","2025-02-16 13:40:55","False","True","False","id","positif"
"Ulvalia bunga Solaicha’s comment: bismillah selesai kuliah mau kerja di Jepang, ambil perbank","bismillah selesai kuliah mau kerja di Jepang, ambil perbank","bismillah selesai kuliah mau kerja di jepang ambil perbank","bismillah selesai kuliah mau kerja di jepang ambil perbank","['bismillah', 'selesai', 'kuliah', 'kerja', 'jepang', 'ambil', 'bank']","[bismillah, selesai, kuliah, kerja, jepang, ambil, bank]","bismillah selesai kuliah kerja jepang ambil bank","0","0","2025-02-27 07:19:32","False","True","False","id","positif"
"justru rakyat ga sih yg meragukan nasionalis pemerintah","justru rakyat ga sih yg meragukan nasionalis pemerintah","justru rakyat ga sih yg meragukan nasionalis pemerintah","justru rakyat tidak sih yang meragukan nasionalis pemerintah","['rakyat', 'ragu', 'nasionalis', 'perintah']","[rakyat, ragu, nasionalis, perintah]","rakyat ragu nasionalis perintah","95","1","2025-02-13 15:36:06","False","True","False","id","negatif"
"Klw nasionalisme itu tidak kuropsi pak","Klw nasionalisme itu tidak kuropsi pak","klw nasionalisme itu tidak kuropsi pak","kalau nasionalisme itu tidak kuropsi pak","['nasionalisme', 'kuropsi']","[nasionalisme, kuropsi]","nasionalisme kuropsi","0","0","2025-02-19 06:55:39","False","True","False","id","negatif"
"one day yaallah🤲","one day yaallah🤲","one day yaallah","one day yaallah","['one', 'day', 'yaallah']","[one, day, yaallah]","one day yaallah","0","0","2025-02-25 09:19:50","False","True","False","id","netral"
"Juragan Olshop1’s comment: loker bukan minim lagi malahan😭","loker bukan minim lagi malahan😭","loker bukan minim lagi malahan","loker bukan minim lagi malahan","['loker', 'minim']","[loker, minim]","loker minim","0","0","2025-02-15 00:38:42","False","True","False","id","netral"
"Chandra F’s comment: menteri pertama yang harus di ganti","menteri pertama yang harus di ganti","menteri pertama yang harus di ganti","menteri pertama yang harus di ganti","['menteri', 'ganti']","[menteri, ganti]","menteri ganti","0","0","2025-02-15 22:18:59","False","True","False","id","negatif"
"semuanya krna Mulyono","semuanya krna Mulyono","semuanya krna mulyono","semuanya krna mulyono","['krna', 'mulyono']","[krna, mulyono]","krna mulyono","0","0","2025-02-16 13:14:22","False","True","False","id","netral"
"inpo kabur ke japan","inpo kabur ke japan","inpo kabur ke japan","inpo kabur ke japan","['inpo', 'kabur', 'japan']","[inpo, kabur, japan]","inpo kabur japan","0","0","2025-02-11 11:26:26","False","True","False","id","netral"
"Raaaaaaaaaa_’s comment: kakaaa pengen gmn caranya","kakaaa pengen gmn caranya","kakaaa pengen gmn caranya","kaka ingin bagaimana caranya","['kaka']","[kaka]","kaka","0","0","2025-02-12 05:16:10","False","True","False","id","netral"
"kalo umur gw msh muda gw jg mau ke luar negeri sdh muak di negeri ini bknny makmur malah nyungsep . . . penghasilan negara paling besar masa dari pajak asli dari rakyatnya asli kocak.","kalo umur gw msh muda gw jg mau ke luar negeri sdh muak di negeri ini bknny makmur malah nyungsep . . . penghasilan negara paling besar masa dari pajak asli dari rakyatnya asli kocak.","kalo umur gw msh muda gw jg mau ke luar negeri sdh muak di negeri ini bknny makmur malah nyungsep penghasilan negara paling besar masa dari pajak asli dari rakyatnya asli kocak","kalau umur saya msh muda saya jg mau ke luar negeri sudah muak di negeri ini bknny makmur malah nyungsep penghasilan negara paling besar masa dari pajak asli dari rakyatnya asli kocak","['umur', 'msh', 'muda', 'jg', 'negeri', 'muak', 'negeri', 'bknny', 'makmur', 'nyungsep', 'hasil', 'negara', 'pajak', 'asli', 'rakyat', 'asli', 'kocak']","[umur, msh, muda, jg, negeri, muak, negeri, bknny, makmur, nyungsep, hasil, negara, pajak, asli, rakyat, asli, kocak]","umur msh muda jg negeri muak negeri bknny makmur nyungsep hasil negara pajak asli rakyat asli kocak","1","0","2025-02-14 02:20:26","False","True","False","id","positif"
"Alena’s comment: malah saya nyuruh anak saya,satu di jepang,satu di Australia satu lagi di Singapore kok pak","malah saya nyuruh anak saya,satu di jepang,satu di Australia satu lagi di Singapore kok pak","malah saya nyuruh anak sayasatu di jepangsatu di australia satu lagi di singapore kok pak","malah saya nyuruh anak sayasatu di jepangsatu di australia satu lagi di singapore kok pak","['nyuruh', 'anak', 'sayasatu', 'jepangsatu', 'australia', 'singapore']","[nyuruh, anak, sayasatu, jepangsatu, australia, singapore]","nyuruh anak sayasatu jepangsatu australia singapore","10","2","2025-02-13 05:45:18","False","True","False","id","positif"
"🅼🅰🅼🆄 🆆🅰🆉🅾🆆🆂🅺🅸🅴’s comment: ini ya mengapa rame orang Indonesia kerja nya di malaysia dan Singapore
ya emang negara sendiri kaya israel awokawokawoakawok😹😹","ini ya mengapa rame orang Indonesia kerja nya di malaysia dan Singapore
ya emang negara sendiri kaya israel awokawokawoakawok😹😹","ini ya mengapa rame orang indonesia kerja nya di malaysia dan singapore ya emang negara sendiri kaya israel awokawokawoakawok","ini ya mengapa rame orang indonesia kerja nya di malaysia dan singapore ya memang negara sendiri kaya israel awokawokawoakawok","['rame', 'orang', 'indonesia', 'kerja', 'malaysia', 'singapore', 'negara', 'kaya', 'israel', 'awokawokawoakawok']","[rame, orang, indonesia, kerja, malaysia, singapore, negara, kaya, israel, awokawokawoakawok]","rame orang indonesia kerja malaysia singapore negara kaya israel awokawokawoakawok","0","0","2025-02-17 06:34:04","False","True","False","id","negatif"
"bunga tanpa daun🗿’s comment: Mulyono bukan si itu yg bicara?","Mulyono bukan si itu yg bicara?","mulyono bukan si itu yg bicara","mulyono bukan si itu yang bicara","['mulyono', 'bicara']","[mulyono, bicara]","mulyono bicara","0","0","2025-02-20 02:48:47","False","True","False","id","positif"
"Viin Satoru’s comment: lah negara kasih apa ke kita?? 😹","lah negara kasih apa ke kita?? 😹","lah negara kasih apa ke kita","lah negara kasih apa ke kita","['negara', 'kasih']","[negara, kasih]","negara kasih","2","0","2025-02-12 07:39:11","False","True","False","ms","negatif"
"Terpaksa Karyawan’s comment: Bener bang, Insya Allah otw😂😂","Bener bang, Insya Allah otw😂😂","bener bang insya allah otw","benar bang insya allah otw","['bang', 'insya', 'allah', 'otw']","[bang, insya, allah, otw]","bang insya allah otw","1","0","2025-02-12 03:50:41","False","True","False","id","positif"
"Lilik Prima’s comment: betul pak. mereka harus berkontribusi buat negara kita.
agar bisa anda.......","betul pak. mereka harus berkontribusi buat negara kita.
agar bisa anda.......","betul pak mereka harus berkontribusi buat negara kita agar bisa anda","betul pak mereka harus berkontribusi buat negara kita agar bisa anda","['kontribusi', 'negara']","[kontribusi, negara]","kontribusi negara","0","0","2025-02-15 22:41:14","False","True","False","id","positif"
"fskil’s comment: suami ku gagal 3 kali cpns kak🥺","suami ku gagal 3 kali cpns kak🥺","suami ku gagal 3 kali cpns kak","suami saya gagal 3 kali cpns kak","['suami', 'gagal', 'kali', 'cpns', 'kak']","[suami, gagal, kali, cpns, kak]","suami gagal kali cpns kak","0","0","2025-02-24 08:29:38","False","True","False","id","negatif"
"JH 🥰’s comment: ya elah soal ini bahas Nasionalisme!! soal koruptor nggak di tanyain dimana nasionalisme mereka agar tidak korupsi!
jika ingin di percaya oleh masyarakat jadilah panutan agar di percaya","ya elah soal ini bahas Nasionalisme!! soal koruptor nggak di tanyain dimana nasionalisme mereka agar tidak korupsi!
jika ingin di percaya oleh masyarakat jadilah panutan agar di percaya","ya elah soal ini bahas nasionalisme soal koruptor nggak di tanyain dimana nasionalisme mereka agar tidak korupsi jika ingin di percaya oleh masyarakat jadilah panutan agar di percaya","ya elah soal ini bahas nasionalisme soal koruptor tidak di tanyain dimana nasionalisme mereka agar tidak korupsi jika ingin di percaya oleh masyarakat jadilah panutan agar di percaya","['elah', 'bahas', 'nasionalisme', 'koruptor', 'tanyain', 'mana', 'nasionalisme', 'korupsi', 'percaya', 'masyarakat', 'panutan', 'percaya']","[elah, bahas, nasionalisme, koruptor, tanyain, mana, nasionalisme, korupsi, percaya, masyarakat, panutan, percaya]","elah bahas nasionalisme koruptor tanyain mana nasionalisme korupsi percaya masyarakat panutan percaya","1","0","2025-02-12 14:44:01","False","True","False","id","negatif"
"Hana Botto’s comment: Aigoo aigoo Aigooo🤣🤣🤣🤣 lha iya juga yak","Aigoo aigoo Aigooo🤣🤣🤣🤣 lha iya juga yak","aigoo aigoo aigooo lha iya juga yak","aigoo aigoo aigo lha iya juga yak","['aigoo', 'aigoo', 'aigo', 'lha', 'iya', 'yak']","[aigoo, aigoo, aigo, lha, iya, yak]","aigoo aigoo aigo lha iya yak","0","0","2025-02-20 05:33:18","False","True","False","id","netral"
"Pangkhi teofano Karuru’s comment: kerennnn","kerennnn","kerennnn","keren","['keren']","[keren]","keren","0","0","2025-02-18 00:06:50","False","True","False","id","positif"
"I___’s comment: sya malah meragukan negara sendiri 😂😂","sya malah meragukan negara sendiri 😂😂","sya malah meragukan negara sendiri","sya malah meragukan negara sendiri","['sya', 'ragu', 'negara']","[sya, ragu, negara]","sya ragu negara","1","0","2025-02-15 05:22:22","False","True","False","id","negatif"
"Scorpio 🐬’s comment: tetap cinta indonesia❤ , bukan masalah tidak nasionalisme, tapi ketuntutan kerja sesuai gaji , Dan kebutuhan yg semakin banyak
# KaburAjadulu
KARENA.SUCSES KEMBALI DARI DIRI SENDIRI","tetap cinta indonesia❤ , bukan masalah tidak nasionalisme, tapi ketuntutan kerja sesuai gaji , Dan kebutuhan yg semakin banyak
# KaburAjadulu
KARENA.SUCSES KEMBALI DARI DIRI SENDIRI","tetap cinta indonesia bukan masalah tidak nasionalisme tapi ketuntutan kerja sesuai gaji dan kebutuhan yg semakin banyak kaburajadulu karenasucses kembali dari diri sendiri","tetap cinta indonesia bukan masalah tidak nasionalisme tapi ketuntutan kerja sesuai gaji dan kebutuhan yang semakin banyak kaburajadulu karenasucses kembali dari diri sendiri","['cinta', 'indonesia', 'nasionalisme', 'tuntut', 'kerja', 'sesuai', 'gaji', 'butuh', 'kaburajadulu', 'karenasucses']","[cinta, indonesia, nasionalisme, tuntut, kerja, sesuai, gaji, butuh, kaburajadulu, karenasucses]","cinta indonesia nasionalisme tuntut kerja sesuai gaji butuh kaburajadulu karenasucses","0","0","2025-02-20 23:30:45","False","True","False","id","positif"
"Saya cinta indonesia,tapi indonesia menyediakan lapangan pekerjaan yang banyak aturan ini itu","Saya cinta indonesia,tapi indonesia menyediakan lapangan pekerjaan yang banyak aturan ini itu","saya cinta indonesiatapi indonesia menyediakan lapangan pekerjaan yang banyak aturan ini itu","saya cinta indonesiatapi indonesia menyediakan lapangan pekerjaan yang banyak aturan ini itu","['cinta', 'indonesiatapi', 'indonesia', 'sedia', 'lapang', 'kerja', 'atur']","[cinta, indonesiatapi, indonesia, sedia, lapang, kerja, atur]","cinta indonesiatapi indonesia sedia lapang kerja atur","2","1","2025-02-14 01:00:49","False","True","False","id","negatif"
"𝗡𝗼𝘃𝗮 𝗔𝗺𝗮𝗹𝗶𝗮’s comment: ya pak klo rumah sendiri ga bikin nyaman, pasti nyari rumah lain kan 🤭","ya pak klo rumah sendiri ga bikin nyaman, pasti nyari rumah lain kan 🤭","ya pak klo rumah sendiri ga bikin nyaman pasti nyari rumah lain kan","ya pak kalau rumah sendiri tidak bikin nyaman pasti mencari rumah lain kan","['rumah', 'bikin', 'nyaman', 'cari', 'rumah']","[rumah, bikin, nyaman, cari, rumah]","rumah bikin nyaman cari rumah","0","0","2025-02-20 02:24:31","False","True","False","id","netral"
"mentariiwarohmah’s comment: soon in syaa Allah bismillah ✨","soon in syaa Allah bismillah ✨","soon in syaa allah bismillah","soon in syaa allah bismillah","['soon', 'in', 'syaa', 'allah', 'bismillah']","[soon, in, syaa, allah, bismillah]","soon in syaa allah bismillah","0","1","2025-02-14 02:26:01","False","True","False","id","positif"
"Iin Permata Sari ✨’s comment: kerja serius gaji bercanda di Indonesia, bahkan sekelas PT aja gajinya mash 2.1 😂emang benner harus keluar negeri","kerja serius gaji bercanda di Indonesia, bahkan sekelas PT aja gajinya mash 2.1 😂emang benner harus keluar negeri","kerja serius gaji bercanda di indonesia bahkan sekelas pt aja gajinya mash 21 emang benner harus keluar negeri","kerja serius gaji bercanda di indonesia bahkan sekelas pt aja gajinya mash 21 memang benner harus keluar negeri","['kerja', 'serius', 'gaji', 'canda', 'indonesia', 'kelas', 'pt', 'aja', 'gaji', 'mash', 'benner', 'negeri']","[kerja, serius, gaji, canda, indonesia, kelas, pt, aja, gaji, mash, benner, negeri]","kerja serius gaji canda indonesia kelas pt aja gaji mash benner negeri","2","0","2025-02-20 00:37:28","False","True","False","id","negatif"
"ilyas’s comment: biarin aja bang yg bilang kek gitu. hidup dan menghidupi aja bang","biarin aja bang yg bilang kek gitu. hidup dan menghidupi aja bang","biarin aja bang yg bilang kek gitu hidup dan menghidupi aja bang","biarin aja bang yang bilang seperti begitu hidup dan menghidupi aja bang","['biarin', 'aja', 'bang', 'bilang', 'hidup', 'hidup', 'aja', 'bang']","[biarin, aja, bang, bilang, hidup, hidup, aja, bang]","biarin aja bang bilang hidup hidup aja bang","0","0","2025-02-20 04:18:32","False","True","False","id","netral"
"edymur’s comment: tunggu aja orang kalau lagi sehat maunya di atas orang lain,pindah aja bang gpp","tunggu aja orang kalau lagi sehat maunya di atas orang lain,pindah aja bang gpp","tunggu aja orang kalau lagi sehat maunya di atas orang lainpindah aja bang gpp","tunggu aja orang kalau lagi sehat inginnya di atas orang lainpindah aja bang gpp","['tunggu', 'aja', 'orang', 'sehat', 'ingin', 'orang', 'lainpindah', 'aja', 'bang', 'gpp']","[tunggu, aja, orang, sehat, ingin, orang, lainpindah, aja, bang, gpp]","tunggu aja orang sehat ingin orang lainpindah aja bang gpp","0","0","2025-02-16 07:09:44","False","True","False","id","positif"
"kata2 andalan pemerintah
1. Nasionalisme
2. NKRI harga mati
😌","kata2 andalan pemerintah
1. Nasionalisme
2. NKRI harga mati
😌","kata2 andalan pemerintah 1 nasionalisme 2 nkri harga mati","kata2 andalan pemerintah 1 nasionalisme 2 nkri harga mati","['andal', 'perintah', 'nasionalisme', 'nkri', 'harga', 'mati']","[andal, perintah, nasionalisme, nkri, harga, mati]","andal perintah nasionalisme nkri harga mati","1","0","2025-02-12 05:23:36","False","True","False","id","netral"
"Zyy STORE GB’s comment: mntp le","mntp le","mntp le","mntp le","['mntp', 'le']","[mntp, le]","mntp le","0","0","2025-02-20 07:31:36","False","True","False","id","netral"
"alphaphilia’s comment: Manifesting ✨","Manifesting ✨","manifesting","manifesting","['manifesting']","[manifesting]","manifesting","0","0","2025-02-12 10:42:04","False","True","False","en","negatif"
"baipeii’s comment: maaf pak dari ratusan lamaran kerja yng saya lempar di indo, 1 lamaran ke negeri orang mlah langsung diterima, gimna dong pak? dh nganggur 2 tahun ya kali ga di ambil 😂","maaf pak dari ratusan lamaran kerja yng saya lempar di indo, 1 lamaran ke negeri orang mlah langsung diterima, gimna dong pak? dh nganggur 2 tahun ya kali ga di ambil 😂","maaf pak dari ratusan lamaran kerja yng saya lempar di indo 1 lamaran ke negeri orang mlah langsung diterima gimna dong pak dh nganggur 2 tahun ya kali ga di ambil","maaf pak dari ratusan lamaran kerja yng saya lempar di indonesia 1 lamaran ke negeri orang mlah langsung diterima gimna dong pak sudah nganggur 2 tahun ya kali tidak di ambil","['maaf', 'ratus', 'lamar', 'kerja', 'yng', 'lempar', 'indonesia', 'lamar', 'negeri', 'orang', 'mlah', 'langsung', 'terima', 'gimna', 'nganggur', 'kali', 'ambil']","[maaf, ratus, lamar, kerja, yng, lempar, indonesia, lamar, negeri, orang, mlah, langsung, terima, gimna, nganggur, kali, ambil]","maaf ratus lamar kerja yng lempar indonesia lamar negeri orang mlah langsung terima gimna nganggur kali ambil","0","0","2025-02-19 02:20:49","False","True","False","id","negatif"
"Ahmad jr Bro’s comment: gas Yuk ah cari kerja ke Jepang Indonesia terlalu Sulit untuk cari kerja 😭","gas Yuk ah cari kerja ke Jepang Indonesia terlalu Sulit untuk cari kerja 😭","gas yuk ah cari kerja ke jepang indonesia terlalu sulit untuk cari kerja","gas yuk ah cari kerja ke jepang indonesia terlalu sulit untuk cari kerja","['gas', 'cari', 'kerja', 'jepang', 'indonesia', 'sulit', 'cari', 'kerja']","[gas, cari, kerja, jepang, indonesia, sulit, cari, kerja]","gas cari kerja jepang indonesia sulit cari kerja","0","0","2025-03-05 15:59:13","False","True","False","id","positif"
"Aphr0dite’s comment: PLIS INFO GIMANA CARA KERJA DI JEPANG 😭😭","PLIS INFO GIMANA CARA KERJA DI JEPANG 😭😭","plis info gimana cara kerja di jepang","plis info bagaimana cara kerja di jepang","['plis', 'info', 'kerja', 'jepang']","[plis, info, kerja, jepang]","plis info kerja jepang","0","0","2025-02-24 04:20:27","False","True","False","id","netral"
"Windy_Ratu’s comment: Pindah hongkong","Pindah hongkong","pindah hongkong","pindah hongkong","['pindah', 'hongkong']","[pindah, hongkong]","pindah hongkong","0","0","2025-02-17 14:45:32","False","True","False","id","negatif"
"NoBi🍒’s comment: Aku udh kabur dr 2019😁","Aku udh kabur dr 2019😁","aku udh kabur dr 2019","saya sudah kabur dari 2019","['kabur']","[kabur]","kabur","0","0","2025-02-15 04:33:56","False","True","False","id","positif"
"huhuhaha’s comment: hidup itu pilihan,pilih lah sesukamu🗿","hidup itu pilihan,pilih lah sesukamu🗿","hidup itu pilihanpilih lah sesukamu","hidup itu pilihanpilih lah sesukamu","['hidup', 'pilihanpilih', 'suka']","[hidup, pilihanpilih, suka]","hidup pilihanpilih suka","0","0","2025-02-15 08:34:06","False","True","False","id","positif"
"Who am I ?’s comment: jiwa nasionalisme hanya untuk sepakbola dan olahraga lainya","jiwa nasionalisme hanya untuk sepakbola dan olahraga lainya","jiwa nasionalisme hanya untuk sepakbola dan olahraga lainya","jiwa nasionalisme hanya untuk sepakbola dan olahraga lainya","['jiwa', 'nasionalisme', 'sepakbola', 'olahraga', 'lai']","[jiwa, nasionalisme, sepakbola, olahraga, lai]","jiwa nasionalisme sepakbola olahraga lai","1","0","2025-02-18 07:34:12","False","True","False","id","negatif"
"di Thailand 😁","di Thailand 😁","di thailand","di thailand","['thailand']","[thailand]","thailand","0","0","2025-02-19 13:47:16","False","True","False","ms","positif"
"💫🌷🌼’s comment: AAMIIN, aku usahakan hal itu","AAMIIN, aku usahakan hal itu","aamiin aku usahakan hal itu","aamiin saya usahakan hal itu","['aamiin', 'usaha']","[aamiin, usaha]","aamiin usaha","0","0","2025-02-12 08:42:50","False","True","False","id","positif"
"Nick Alexandr’s comment: Bapak meragukan Nasionalisme kami, kami meragukan bapak bisa kerja bagus jadi menteri.","Bapak meragukan Nasionalisme kami, kami meragukan bapak bisa kerja bagus jadi menteri.","bapak meragukan nasionalisme kami kami meragukan bapak bisa kerja bagus jadi menteri","bapak meragukan nasionalisme kami kami meragukan bapak bisa kerja bagus jadi menteri","['ragu', 'nasionalisme', 'ragu', 'kerja', 'bagus', 'menteri']","[ragu, nasionalisme, ragu, kerja, bagus, menteri]","ragu nasionalisme ragu kerja bagus menteri","1","0","2025-02-12 16:55:23","False","True","False","id","negatif"
"aku tim ke norway🗿","aku tim ke norway🗿","aku tim ke norway","saya tim ke norway","['tim', 'norway']","[tim, norway]","tim norway","0","0","2025-02-14 13:28:01","False","True","False","ms","positif"
