"text","extracted_text","cleaned_text","normalized_text","tokens_no_stopwords_and_stemmed","tokens_no_stopwords_and_stemmed_formatted","processed","likes","reply_count","created_time_formatted","is_pinned","is_reply","user_verified","comment_language","sentiment_label"
"iqbal’s comment: kecewa cuma dibahas simple, padahal gw pengen tau pendapat lu bang yang bijak soal ini","kecewa cuma dibahas simple, padahal gw pengen tau pendapat lu bang yang bijak soal ini","kecewa cuma dibahas simple padahal gw pengen tau pendapat lu bang yang bijak soal ini","kecewa cuma dibahas simple padahal saya ingin tau pendapat kamu bang yang bijak soal ini","['kecewa', 'bahas', 'simple', 'tau', 'dapat', 'bang', 'bijak']","[kecewa, bahas, simple, tau, dapat, bang, bijak]","kecewa bahas simple tau dapat bang bijak","0","0","2025-02-17 06:10:36","False","True","False","id","netral"
"nová’s comment: ke Singapura aja ngab, bisa bahasa Melayu di sana, gaji nya besar, ga ada syarat syarat tinggi badan lah, harus good looking lah, kaga jir, bagus di sono, cuman saran doang 🗿","ke Singapura aja ngab, bisa bahasa Melayu di sana, gaji nya besar, ga ada syarat syarat tinggi badan lah, harus good looking lah, kaga jir, bagus di sono, cuman saran doang 🗿","ke singapura aja ngab bisa bahasa melayu di sana gaji nya besar ga ada syarat syarat tinggi badan lah harus good looking lah kaga jir bagus di sono cuman saran doang","ke singapura aja ngab bisa bahasa melayu di sana gaji nya besar tidak ada syarat syarat tinggi badan lah harus good looking lah kaga jir bagus di sono cuman saran doang","['singapura', 'aja', 'ngab', 'bahasa', 'melayu', 'gaji', 'syarat', 'syarat', 'badan', 'good', 'looking', 'kaga', 'jir', 'bagus', 'sono', 'cuman', 'saran', 'doang']","[singapura, aja, ngab, bahasa, melayu, gaji, syarat, syarat, badan, good, looking, kaga, jir, bagus, sono, cuman, saran, doang]","singapura aja ngab bahasa melayu gaji syarat syarat badan good looking kaga jir bagus sono cuman saran doang","0","0","2025-02-19 07:40:20","False","True","False","id","netral"
"4 cari muka tdk saling sikut sikutan utk memperebutkan jabatan karena di duga masyarakat Indonesia banyak yg menilai kebanyakan para pemimpin kita di duga keras banyak setelah menempati posisi jabatan","4 cari muka tdk saling sikut sikutan utk memperebutkan jabatan karena di duga masyarakat Indonesia banyak yg menilai kebanyakan para pemimpin kita di duga keras banyak setelah menempati posisi jabatan","4 cari muka tdk saling sikut sikutan utk memperebutkan jabatan karena di duga masyarakat indonesia banyak yg menilai kebanyakan para pemimpin kita di duga keras banyak setelah menempati posisi jabatan","4 cari muka tidak saling sikut sikutan untuk memperebutkan jabatan karena di duga masyarakat indonesia banyak yang menilai kebanyakan para pemimpin kita di duga keras banyak setelah menempati posisi jabatan","['cari', 'muka', 'sikut', 'sikut', 'rebut', 'jabat', 'duga', 'masyarakat', 'indonesia', 'nilai', 'banyak', 'pimpin', 'duga', 'keras', 'tempat', 'posisi', 'jabat']","[cari, muka, sikut, sikut, rebut, jabat, duga, masyarakat, indonesia, nilai, banyak, pimpin, duga, keras, tempat, posisi, jabat]","cari muka sikut sikut rebut jabat duga masyarakat indonesia nilai banyak pimpin duga keras tempat posisi jabat","0","0","2025-02-17 01:08:20","False","True","False","id","netral"
"biak hulu 🇩🇪’s comment: bingung🥺 tidak tau bahasa nya","bingung🥺 tidak tau bahasa nya","bingung tidak tau bahasa nya","bingung tidak tau bahasa nya","['bingung', 'tau', 'bahasa']","[bingung, tau, bahasa]","bingung tau bahasa","0","0","2025-02-12 11:29:48","False","True","False","id","netral"
"NoName’s comment: Kita sebagai rakyat juga meragukan kejujuran kalian para pejabat untuk mengurus negri ini dan TIDAK KORUPSI🔥🔥🔥","Kita sebagai rakyat juga meragukan kejujuran kalian para pejabat untuk mengurus negri ini dan TIDAK KORUPSI🔥🔥🔥","kita sebagai rakyat juga meragukan kejujuran kalian para pejabat untuk mengurus negri ini dan tidak korupsi","kita sebagai rakyat juga meragukan kejujuran kalian para pejabat untuk mengurus negri ini dan tidak korupsi","['rakyat', 'ragu', 'jujur', 'jabat', 'urus', 'negri', 'korupsi']","[rakyat, ragu, jujur, jabat, urus, negri, korupsi]","rakyat ragu jujur jabat urus negri korupsi","0","0","2025-02-16 04:35:03","False","True","False","id","negatif"
"Lanjutkan","Lanjutkan","lanjutkan","lanjutkan","['lanjut']","[lanjut]","lanjut","0","0","2025-02-16 13:15:04","False","True","False","id","positif"
"nasionalisme tinggi tiap taun tp negara menolak anak2 muda putra terbaik bangsa jd wajar lah klo banyak yg kabur saja dulu keluar negeri.. pak bahlil coba pantau pendaftaran kuliah, kerja, TNI polri banyak yg d tolak oleh negeri ini","nasionalisme tinggi tiap taun tp negara menolak anak2 muda putra terbaik bangsa jd wajar lah klo banyak yg kabur saja dulu keluar negeri.. pak bahlil coba pantau pendaftaran kuliah, kerja, TNI polri banyak yg d tolak oleh negeri ini","nasionalisme tinggi tiap taun tp negara menolak anak2 muda putra terbaik bangsa jd wajar lah klo banyak yg kabur saja dulu keluar negeri pak bahlil coba pantau pendaftaran kuliah kerja tni polri banyak yg d tolak oleh negeri ini","nasionalisme tinggi tiap tahun tp negara menolak anak2 muda putra terbaik bangsa jadi wajar lah kalau banyak yang kabur saja dulu keluar negeri pak bahlil coba pantau pendaftaran kuliah kerja tni polri banyak yang d tolak oleh negeri ini","['nasionalisme', 'tp', 'negara', 'tolak', 'muda', 'putra', 'baik', 'bangsa', 'wajar', 'kabur', 'negeri', 'bahlil', 'coba', 'pantau', 'daftar', 'kuliah', 'kerja', 'tni', 'polri', 'tolak', 'negeri']","[nasionalisme, tp, negara, tolak, muda, putra, baik, bangsa, wajar, kabur, negeri, bahlil, coba, pantau, daftar, kuliah, kerja, tni, polri, tolak, negeri]","nasionalisme tp negara tolak muda putra baik bangsa wajar kabur negeri bahlil coba pantau daftar kuliah kerja tni polri tolak negeri","1","0","2025-02-17 13:55:16","False","True","False","id","negatif"
"Miranda Bunyamin’s comment: ngra org udh pda maju
ngra kita kpn","ngra org udh pda maju
ngra kita kpn","ngra org udh pda maju ngra kita kpn","ngra orang sudah pda maju ngra kita kpn","['ngra', 'orang', 'pda', 'maju', 'ngra', 'kpn']","[ngra, orang, pda, maju, ngra, kpn]","ngra orang pda maju ngra kpn","0","0","2025-02-16 02:50:00","False","True","False","id","positif"
"jalur semacam bidang seni misal ada manga, illustrasi itu ada bang?, mohon bantuannya","jalur semacam bidang seni misal ada manga, illustrasi itu ada bang?, mohon bantuannya","jalur semacam bidang seni misal ada manga illustrasi itu ada bang mohon bantuannya","jalur semacam bidang seni misal ada manga illustrasi itu ada bang mohon bantuannya","['jalur', 'bidang', 'seni', 'manga', 'illustrasi', 'bang', 'mohon', 'bantu']","[jalur, bidang, seni, manga, illustrasi, bang, mohon, bantu]","jalur bidang seni manga illustrasi bang mohon bantu","0","0","2025-02-11 12:12:57","False","True","False","id","netral"
"Geng’s comment: pengen juga ke luar negri,kerja di sana enak kali ya😅","pengen juga ke luar negri,kerja di sana enak kali ya😅","pengen juga ke luar negrikerja di sana enak kali ya","ingin juga ke luar negrikerja di sana enak kali ya","['negrikerja', 'enak', 'kali']","[negrikerja, enak, kali]","negrikerja enak kali","0","0","2025-02-28 01:13:56","False","True","False","id","positif"
"Nanda 🏎️💨’s comment: kalo bisa pindah kewarganegaraan bisa dengan mudah saya mau dri lama pak☝🏻😔","kalo bisa pindah kewarganegaraan bisa dengan mudah saya mau dri lama pak☝🏻😔","kalo bisa pindah kewarganegaraan bisa dengan mudah saya mau dri lama pak","kalau bisa pindah kewarganegaraan bisa dengan mudah saya mau dri lama pak","['pindah', 'kewarganegaraan', 'mudah', 'dri']","[pindah, kewarganegaraan, mudah, dri]","pindah kewarganegaraan mudah dri","1","0","2025-02-12 04:38:27","False","True","False","id","positif"
"anassyahrifudin’s comment: ngapain dengerin bahlul brengsek
langsung cabut aja lah🗿","ngapain dengerin bahlul brengsek
langsung cabut aja lah🗿","ngapain dengerin bahlul brengsek langsung cabut aja lah","ngapain dengerin bahlul brengsek langsung cabut aja lah","['ngapain', 'dengerin', 'bahlul', 'brengsek', 'langsung', 'cabut', 'aja']","[ngapain, dengerin, bahlul, brengsek, langsung, cabut, aja]","ngapain dengerin bahlul brengsek langsung cabut aja","1","0","2025-02-12 04:37:42","False","True","False","id","positif"
"dafadafi Alfa rizqy’s comment: kerja serius gaji bercanda🤣😂🤣🤭# kaburajadulu#","kerja serius gaji bercanda🤣😂🤣🤭# kaburajadulu#","kerja serius gaji bercanda kaburajadulu","kerja serius gaji bercanda kaburajadulu","['kerja', 'serius', 'gaji', 'canda', 'kaburajadulu']","[kerja, serius, gaji, canda, kaburajadulu]","kerja serius gaji canda kaburajadulu","0","0","2025-02-22 13:54:01","False","True","False","id","positif"
"@￶￶’s comment: otw otw 😭","otw otw 😭","otw otw","otw otw","['otw', 'otw']","[otw, otw]","otw otw","0","0","2025-02-22 01:59:28","False","True","False","id","positif"
"aku bakal posting ulang ini kalau itu kejadian di aku kak. doain 😭","aku bakal posting ulang ini kalau itu kejadian di aku kak. doain 😭","aku bakal posting ulang ini kalau itu kejadian di aku kak doain","saya bakal posting ulang ini kalau itu kejadian di saya kak doakan","['posting', 'ulang', 'jadi', 'kak', 'doa']","[posting, ulang, jadi, kak, doa]","posting ulang jadi kak doa","0","1","2025-02-11 21:37:39","False","True","False","id","positif"
"san98🦋’s comment: penghasilan nggk seberapa pengeluaran kayang ngajak pindah alam😭","penghasilan nggk seberapa pengeluaran kayang ngajak pindah alam😭","penghasilan nggk seberapa pengeluaran kayang ngajak pindah alam","penghasilan nggk seberapa pengeluaran kayang ngajak pindah alam","['hasil', 'nggk', 'keluar', 'kayang', 'ngajak', 'pindah', 'alam']","[hasil, nggk, keluar, kayang, ngajak, pindah, alam]","hasil nggk keluar kayang ngajak pindah alam","0","0","2025-02-20 02:49:23","False","True","False","id","positif"
"abu nawas’s comment: mentri tololll","mentri tololll","mentri tololll","mentri tolol","['tri', 'tolol']","[tri, tolol]","tri tolol","0","0","2025-02-19 02:48:38","False","True","False","id","negatif"
"Suci Ra’s comment: kami semua mau pindah, kendala duit doang ini mah","kami semua mau pindah, kendala duit doang ini mah","kami semua mau pindah kendala duit doang ini mah","kami semua mau pindah kendala duit doang ini mah","['pindah', 'kendala', 'duit', 'doang']","[pindah, kendala, duit, doang]","pindah kendala duit doang","1","0","2025-02-13 05:30:23","False","True","False","id","positif"
"aduh sorry lahhh kerje indo gaji 5thn macam gaji 2thn dekat malay,dekat indo kene ini itu,dekat malay janji tau kerje dan tak malas💋","aduh sorry lahhh kerje indo gaji 5thn macam gaji 2thn dekat malay,dekat indo kene ini itu,dekat malay janji tau kerje dan tak malas💋","aduh sorry lahhh kerje indo gaji 5thn macam gaji 2thn dekat malaydekat indo kene ini itudekat malay janji tau kerje dan tak malas","aduh sorry lah kerje indonesia gaji 5thn macam gaji 2thn dekat malaydekat indonesia kene ini itudekat malay janji tau kerje dan tak malas","['aduh', 'sorry', 'kerje', 'indonesia', 'gaji', 'gaji', 'malaydekat', 'indonesia', 'kene', 'itudekat', 'malay', 'janji', 'tau', 'kerje', 'malas']","[aduh, sorry, kerje, indonesia, gaji, gaji, malaydekat, indonesia, kene, itudekat, malay, janji, tau, kerje, malas]","aduh sorry kerje indonesia gaji gaji malaydekat indonesia kene itudekat malay janji tau kerje malas","0","0","2025-02-18 05:04:25","False","True","False","ms","positif"
"KAKARLACK’s comment: Persetan dengan Nasionalisme, Lanjutkan Bang.!!! 🔥🔥","Persetan dengan Nasionalisme, Lanjutkan Bang.!!! 🔥🔥","persetan dengan nasionalisme lanjutkan bang","persetan dengan nasionalisme lanjutkan bang","['persetan', 'nasionalisme', 'lanjut', 'bang']","[persetan, nasionalisme, lanjut, bang]","persetan nasionalisme lanjut bang","0","0","2025-02-19 07:03:38","False","True","False","id","positif"
"Maklon Skincare dan Bodycare’s comment: Wah story keren kak . Yuk mulai brand kmu sendiri bisa jd miliader juga . Bisa di dm silahkan tanya2 kak 🥰🙏 Thank you . +62 857 16687669","Wah story keren kak . Yuk mulai brand kmu sendiri bisa jd miliader juga . Bisa di dm silahkan tanya2 kak 🥰🙏 Thank you . +62 857 16687669","wah story keren kak yuk mulai brand kmu sendiri bisa jd miliader juga bisa di dm silahkan tanya2 kak thank you 62 857 16687669","wah story keren kak yuk mulai brand kmu sendiri bisa jadi miliader juga bisa di dm silahkan tanya2 kak thank you 62 857 16687669","['story', 'keren', 'kak', 'brand', 'kmu', 'miliader', 'dm', 'silah', 'kak', 'thank', 'you']","[story, keren, kak, brand, kmu, miliader, dm, silah, kak, thank, you]","story keren kak brand kmu miliader dm silah kak thank you","0","0","2025-02-16 08:52:31","False","True","False","id","netral"
"KIM YURAA’s comment: soon mimpiku ada di #kaburajadulu","soon mimpiku ada di #kaburajadulu","soon mimpiku ada di","soon mimpiku ada di","['soon', 'mimpi']","[soon, mimpi]","soon mimpi","0","0","2025-02-17 03:11:07","False","True","False","id","positif"
"Nasionalisme kita dibahas,emang kalian pada punya nasionalisme pak?
Kalo punya mah ga bakal nyusahin rakyat dan memperkaya diri sendiri pake uang negara dooooonggggg...😂
lucunya negeri ini","Nasionalisme kita dibahas,emang kalian pada punya nasionalisme pak?
Kalo punya mah ga bakal nyusahin rakyat dan memperkaya diri sendiri pake uang negara dooooonggggg...😂
lucunya negeri ini","nasionalisme kita dibahasemang kalian pada punya nasionalisme pak kalo punya mah ga bakal nyusahin rakyat dan memperkaya diri sendiri pake uang negara dooooonggggg lucunya negeri ini","nasionalisme kita dibahasemang kalian pada punya nasionalisme pak kalau punya mah tidak bakal nyusahin rakyat dan memperkaya diri sendiri pake uang negara dong lucunya negeri ini","['nasionalisme', 'dibahasemang', 'nasionalisme', 'nyusahin', 'rakyat', 'kaya', 'pake', 'uang', 'negara', 'lucu', 'negeri']","[nasionalisme, dibahasemang, nasionalisme, nyusahin, rakyat, kaya, pake, uang, negara, lucu, negeri]","nasionalisme dibahasemang nasionalisme nyusahin rakyat kaya pake uang negara lucu negeri","0","0","2025-02-19 11:48:02","False","True","False","id","negatif"
"pegasus 32’s comment: Mulyono dampaknya sangat mengerikan ya Allah","Mulyono dampaknya sangat mengerikan ya Allah","mulyono dampaknya sangat mengerikan ya allah","mulyono dampaknya sangat mengerikan ya allah","['mulyono', 'dampak', 'keri', 'allah']","[mulyono, dampak, keri, allah]","mulyono dampak keri allah","0","0","2025-02-10 08:16:22","False","True","False","id","negatif"
"😊’s comment: Nasionalisme emg perlu tapi realistis lebih dibutuhkan","Nasionalisme emg perlu tapi realistis lebih dibutuhkan","nasionalisme emg perlu tapi realistis lebih dibutuhkan","nasionalisme memang perlu tapi realistis lebih dibutuhkan","['nasionalisme', 'realistis', 'butuh']","[nasionalisme, realistis, butuh]","nasionalisme realistis butuh","3","0","2025-02-12 04:47:49","False","True","False","id","negatif"
"kamu enak pak kerjanya","kamu enak pak kerjanya","kamu enak pak kerjanya","kamu enak pak kerjanya","['enak', 'kerja']","[enak, kerja]","enak kerja","1","0","2025-02-15 13:55:54","False","True","False","id","netral"
"pngn 😭","pngn 😭","pngn","pngn","['pngn']","[pngn]","pngn","0","0","2025-02-18 15:56:47","False","True","False","id","positif"
"Andriano Sianturi’s comment: anj enak banget lu","anj enak banget lu","anj enak banget lu","anj enak banget kamu","['anj', 'enak', 'banget']","[anj, enak, banget]","anj enak banget","1","0","2025-03-01 16:05:44","False","True","False","id","netral"
"jeff08’s comment: kabur ah banyak tikus berdasi di pemerintahan indo","kabur ah banyak tikus berdasi di pemerintahan indo","kabur ah banyak tikus berdasi di pemerintahan indo","kabur ah banyak tikus berdasi di pemerintahan indonesia","['kabur', 'tikus', 'das', 'perintah', 'indonesia']","[kabur, tikus, das, perintah, indonesia]","kabur tikus das perintah indonesia","0","0","2025-02-14 21:31:07","False","True","False","id","negatif"
"ジョスア’s comment: otw tahun depan🗿👍ngumpulin modal dulu buat masuk lpk","otw tahun depan🗿👍ngumpulin modal dulu buat masuk lpk","otw tahun depanngumpulin modal dulu buat masuk lpk","otw tahun depanngumpulin modal dulu buat masuk lpk","['otw', 'depanngumpulin', 'modal', 'masuk', 'lpk']","[otw, depanngumpulin, modal, masuk, lpk]","otw depanngumpulin modal masuk lpk","0","0","2025-02-17 05:22:40","False","True","False","id","positif"
"Khalifi’s comment: itumah penjabat takut uang masuknya turun🤭😹","itumah penjabat takut uang masuknya turun🤭😹","itumah penjabat takut uang masuknya turun","itumah penjabat takut uang masuknya turun","['itumah', 'jabat', 'takut', 'uang', 'masuk', 'turun']","[itumah, jabat, takut, uang, masuk, turun]","itumah jabat takut uang masuk turun","0","0","2025-02-14 12:34:35","False","True","False","id","negatif"
"Rasyid-28’s comment: kenapa engga pake selebrasi cole Palmer bg","kenapa engga pake selebrasi cole Palmer bg","kenapa engga pake selebrasi cole palmer bg","kenapa tidak pake selebrasi cole palmer bg","['pake', 'selebrasi', 'cole', 'palmer', 'bg']","[pake, selebrasi, cole, palmer, bg]","pake selebrasi cole palmer bg","1","0","2025-02-19 11:52:05","False","True","False","id","netral"
"anyaaaaaaa_’s comment: Ajakin gue ke bang di sini susah nyari kerja😂😂","Ajakin gue ke bang di sini susah nyari kerja😂😂","ajakin gue ke bang di sini susah nyari kerja","ajakin gue ke bang di sini susah mencari kerja","['ajakin', 'gue', 'bang', 'susah', 'cari', 'kerja']","[ajakin, gue, bang, susah, cari, kerja]","ajakin gue bang susah cari kerja","0","0","2025-02-16 03:32:07","False","True","False","id","negatif"
"Widyaa’s comment: aku tim kaburajadulu ke aussie tp blm kesampaian🙏","aku tim kaburajadulu ke aussie tp blm kesampaian🙏","aku tim kaburajadulu ke aussie tp blm kesampaian","saya tim kaburajadulu ke aussie tp belum kesampaian","['tim', 'kaburajadulu', 'aussie', 'tp']","[tim, kaburajadulu, aussie, tp]","tim kaburajadulu aussie tp","0","0","2025-02-14 19:56:05","False","True","False","id","positif"
"VFLST’s comment: ken yu spik ingglis?,no no yes yes","ken yu spik ingglis?,no no yes yes","ken yu spik ingglisno no yes yes","ken yu spik ingglisno no yes yes","['ken', 'yu', 'spik', 'ingglisno', 'no', 'yes', 'yes']","[ken, yu, spik, ingglisno, no, yes, yes]","ken yu spik ingglisno no yes yes","0","0","2025-02-19 05:05:48","False","True","False","en","netral"
"🥷🥷’s comment: di paksa sehat di negara sakit","di paksa sehat di negara sakit","di paksa sehat di negara sakit","di paksa sehat di negara sakit","['paksa', 'sehat', 'negara', 'sakit']","[paksa, sehat, negara, sakit]","paksa sehat negara sakit","1","0","2025-02-18 12:49:44","False","True","False","id","negatif"
"itsnzioy’s comment: good broow👍","good broow👍","good broow","good broow","['good', 'broow']","[good, broow]","good broow","0","0","2025-02-27 11:36:30","False","True","False","en","negatif"
"saus tartar’s comment: kita ga meragukan tentang pahlawan Nasional tapi meragukan pemerintah biadab😂","kita ga meragukan tentang pahlawan Nasional tapi meragukan pemerintah biadab😂","kita ga meragukan tentang pahlawan nasional tapi meragukan pemerintah biadab","kita tidak meragukan tentang pahlawan nasional tapi meragukan pemerintah biadab","['ragu', 'pahlawan', 'nasional', 'ragu', 'perintah', 'biadab']","[ragu, pahlawan, nasional, ragu, perintah, biadab]","ragu pahlawan nasional ragu perintah biadab","1","0","2025-02-12 13:30:11","False","True","False","id","negatif"
"kny’s comment: kesengsaraan rakyat dengan alasan nasionalisme, pemerintah badut #kaburajadulu","kesengsaraan rakyat dengan alasan nasionalisme, pemerintah badut #kaburajadulu","kesengsaraan rakyat dengan alasan nasionalisme pemerintah badut","kesengsaraan rakyat dengan alasan nasionalisme pemerintah badut","['sengsara', 'rakyat', 'alas', 'nasionalisme', 'perintah', 'badut']","[sengsara, rakyat, alas, nasionalisme, perintah, badut]","sengsara rakyat alas nasionalisme perintah badut","0","0","2025-02-16 14:49:04","False","True","False","id","positif"
"Faisal Maulana’s comment: Jangan lupa ya sebelum kabur ke luar negeri ikuti program pelatihan dulu atau ikuti program beasiswa luar negeri dulu sebelum berangkat","Jangan lupa ya sebelum kabur ke luar negeri ikuti program pelatihan dulu atau ikuti program beasiswa luar negeri dulu sebelum berangkat","jangan lupa ya sebelum kabur ke luar negeri ikuti program pelatihan dulu atau ikuti program beasiswa luar negeri dulu sebelum berangkat","jangan lupa ya sebelum kabur ke luar negeri ikuti program pelatihan dulu atau ikuti program beasiswa luar negeri dulu sebelum berangkat","['lupa', 'kabur', 'negeri', 'ikut', 'program', 'latih', 'ikut', 'program', 'beasiswa', 'negeri', 'berangkat']","[lupa, kabur, negeri, ikut, program, latih, ikut, program, beasiswa, negeri, berangkat]","lupa kabur negeri ikut program latih ikut program beasiswa negeri berangkat","0","0","2025-02-17 12:10:15","False","True","False","id","negatif"
"rumbia’s comment: beruntung yang sudah bisa kabur...","beruntung yang sudah bisa kabur...","beruntung yang sudah bisa kabur","beruntung yang sudah bisa kabur","['untung', 'kabur']","[untung, kabur]","untung kabur","1","0","2025-02-17 07:32:18","False","True","False","id","positif"
"BigKntL’s comment: @Vina Muliana gimana pendapat Kaka tentang #kaburajadulu ?","@Vina Muliana gimana pendapat Kaka tentang #kaburajadulu ?","muliana gimana pendapat kaka tentang","muliana bagaimana pendapat kaka tentang","['muliana', 'dapat', 'kaka']","[muliana, dapat, kaka]","muliana dapat kaka","0","1","2025-02-14 14:14:22","False","True","False","id","netral"
"w’s comment: soon😭 skrg antar kota dl bung","soon😭 skrg antar kota dl bung","soon skrg antar kota dl bung","soon sekarang antar kota dl bung","['soon', 'kota', 'dl']","[soon, kota, dl]","soon kota dl","30","1","2025-02-10 09:34:54","False","True","False","id","netral"
"bgmn dg yg JD koruptor EMG TDK meragukan nasionalisme 😳😳😳","bgmn dg yg JD koruptor EMG TDK meragukan nasionalisme 😳😳😳","bgmn dg yg jd koruptor emg tdk meragukan nasionalisme","bgmn dg yang jadi koruptor memang tidak meragukan nasionalisme","['bgmn', 'dg', 'koruptor', 'ragu', 'nasionalisme']","[bgmn, dg, koruptor, ragu, nasionalisme]","bgmn dg koruptor ragu nasionalisme","0","0","2025-02-16 09:50:46","False","True","False","id","negatif"
"Veronica sytriel ✿’s comment: pen pindah juga, tapi GK bisa bahasa Inggris 😭","pen pindah juga, tapi GK bisa bahasa Inggris 😭","pen pindah juga tapi gk bisa bahasa inggris","pen pindah juga tapi tidak bisa bahasa inggris","['pen', 'pindah', 'bahasa', 'inggris']","[pen, pindah, bahasa, inggris]","pen pindah bahasa inggris","0","0","2025-02-17 07:13:40","False","True","False","id","negatif"
"Ikha Milkha’s comment: Amiin yaa Allah 🤲","Amiin yaa Allah 🤲","amiin yaa allah","amiin yaa allah","['amiin', 'yaa', 'allah']","[amiin, yaa, allah]","amiin yaa allah","0","0","2025-02-11 04:48:59","False","True","False","id","positif"
