"text","extracted_text","cleaned_text","normalized_text","processed","sentiment_label","likes","reply_count","created_time_formatted"
"A’s comment: lah emang orang orang kaya loe yang bikin gak betah dinegara ini,negara kaya buat makan besok aja gua harus mikir keras😏","lah emang orang orang kaya loe yang bikin gak betah dinegara ini,negara kaya buat makan besok aja gua harus mikir keras😏","lah emang orang orang kaya loe yang bikin gak betah dinegara ininegara kaya buat makan besok aja gua harus mikir keras","lah memang orang orang kaya kamu yang bikin tidak betah dinegara ininegara kaya buat makan besok aja saya harus mikir keras","orang orang kaya bikin betah negara ininegara kaya makan aja mikir keras","positif","1","0","2025-02-15 04:36:02"
"ell’s comment: negara kita kaya , tpi kekayaan itu gak arti buat anak muda, gimana mau menuju indonesia emas kalau anak mudanya udah berteduh di negara lain.omong kosonng itu menuju indonesiaemas,#makmurinnegaraluar","negara kita kaya , tpi kekayaan itu gak arti buat anak muda, gimana mau menuju indonesia emas kalau anak mudanya udah berteduh di negara lain.omong kosonng itu menuju indonesiaemas,#makmurinnegaraluar","negara kita kaya tpi kekayaan itu gak arti buat anak muda gimana mau menuju indonesia emas kalau anak mudanya udah berteduh di negara lainomong kosonng itu menuju indonesiaemas","negara kita kaya tpi kekayaan itu tidak arti buat anak muda bagaimana mau menuju indonesia emas kalau anak mudanya sudah berteduh di negara lainomong kosonng itu menuju indonesiaemas","negara kaya tpi kaya arti anak muda indonesia emas anak muda teduh negara lainomong kosonng indonesiaemas","negatif","0","0","2025-02-15 07:17:47"
"👄’s comment: tolong yang mau pindah ke luar negri tolong secepatnya pindah dan tolong jangan balik lagi ke indo","tolong yang mau pindah ke luar negri tolong secepatnya pindah dan tolong jangan balik lagi ke indo","tolong yang mau pindah ke luar negri tolong secepatnya pindah dan tolong jangan balik lagi ke indo","tolong yang mau pindah ke luar negri tolong secepatnya pindah dan tolong jangan balik lagi ke indonesia","tolong pindah negri tolong cepat pindah tolong indonesia","negatif","0","0","2025-02-19 06:53:05"
"bang doain gue nyusul yaa🥺","bang doain gue nyusul yaa🥺","bang doain gue nyusul yaa","bang doakan gue nyusul yaa","bang doa gue nyusul yaa","positif","0","0","2025-02-12 02:23:31"
"saya lebih meragukan dia menjadi menteri","saya lebih meragukan dia menjadi menteri","saya lebih meragukan dia menjadi menteri","saya lebih meragukan dia menjadi menteri","ragu menteri","negatif","0","0","2025-02-20 01:35:09"
"𝙌𝙞𝙡𝙯𝙯⚡’s comment: #kaburajadulu semoga bisa ke swiss🥺","#kaburajadulu semoga bisa ke swiss🥺","semoga bisa ke swiss","semoga bisa ke swiss","moga swiss","positif","46","0","2025-02-12 12:01:02"
"Menurut aku besok tak buat lapangan pekerjaan 😂","Menurut aku besok tak buat lapangan pekerjaan 😂","menurut aku besok tak buat lapangan pekerjaan","menurut saya besok tak buat lapangan pekerjaan","lapang kerja","netral","0","0","2025-02-20 01:17:23"
"Johanss’s comment: mending kita sabotase aja negara ini","mending kita sabotase aja negara ini","mending kita sabotase aja negara ini","mending kita sabotase aja negara ini","mending sabotase aja negara","negatif","0","0","2025-02-16 16:06:59"
"gimana mau #kaburajadulu bahasa Indonesia aja masih belepotan apa lagi bahasa asing 🥺","gimana mau #kaburajadulu bahasa Indonesia aja masih belepotan apa lagi bahasa asing 🥺","gimana mau bahasa indonesia aja masih belepotan apa lagi bahasa asing","bagaimana mau bahasa indonesia aja masih belepotan apa lagi bahasa asing","bahasa indonesia aja belepotan bahasa asing","negatif","0","0","2025-02-12 06:10:22"
"AXEL’s comment: PNGEN PUNYA UANG 271T .AGAR BS MEMBANTU MEREKA PINDAH .KASIAN MASA DEPAN MREKA SURAM GELAP PEKAT","PNGEN PUNYA UANG 271T .AGAR BS MEMBANTU MEREKA PINDAH .KASIAN MASA DEPAN MREKA SURAM GELAP PEKAT","pngen punya uang 271t agar bs membantu mereka pindah kasian masa depan mreka suram gelap pekat","pngen punya uang 271t agar bisa membantu mereka pindah kasian masa depan mreka suram gelap pekat","pngen uang bantu pindah kasi mreka suram gelap pekat","positif","0","0","2025-02-19 00:18:28"
"risya⭑.ᐟ’s comment: demi apapun kalo ada uang jg skrg aku pindah😔","demi apapun kalo ada uang jg skrg aku pindah😔","demi apapun kalo ada uang jg skrg aku pindah","demi apapun kalau ada uang jg sekarang saya pindah","apa uang jg pindah","positif","1","0","2025-02-13 12:39:30"
"nasionalisme soal apa ? nasionalisme soal menyusahkan rakyat ya ?","nasionalisme soal apa ? nasionalisme soal menyusahkan rakyat ya ?","nasionalisme soal apa nasionalisme soal menyusahkan rakyat ya","nasionalisme soal apa nasionalisme soal menyusahkan rakyat ya","nasionalisme nasionalisme susah rakyat","negatif","0","0","2025-02-16 00:13:24"
"yukaaka’s comment: ayok ke jepang we ,😁😁🤏","ayok ke jepang we ,😁😁🤏","ayok ke jepang we","ayok ke jepang we","ayok jepang we","positif","0","0","2025-02-19 05:55:23"
"Idull’s comment: Sapa bang","Sapa bang","sapa bang","sapa bang","sapa bang","netral","0","0","2025-02-17 05:08:27"
"Brave_Americano’s comment: BAHLUL SENGAJA BLUNDER, AGAR LUPA AKAN PAGAR LAUT, 271T, IKN, SAMBO, dan masih banyak lagi","BAHLUL SENGAJA BLUNDER, AGAR LUPA AKAN PAGAR LAUT, 271T, IKN, SAMBO, dan masih banyak lagi","bahlul sengaja blunder agar lupa akan pagar laut 271t ikn sambo dan masih banyak lagi","bahlul sengaja blunder agar lupa akan pagar laut 271t ikn sambo dan masih banyak lagi","bahlul sengaja blunder lupa pagar laut ikn sambo","negatif","0","0","2025-02-14 15:43:09"
"Jamaluddin Daud’s comment: @Jamaluddin Daud::ayooooo viralkan agar byk lagi anak muda terselamatkan bisa berkarya dan berjuang di negri orang
disini sudah tidak ada harapan rezim tdk amanah oligarki makin rakus tamak mengarong isi bumi kita
biarkan para bazzer dan keluarga mulyono yg ngurus negri Konoha
🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥","@Jamaluddin Daud::ayooooo viralkan agar byk lagi anak muda terselamatkan bisa berkarya dan berjuang di negri orang
disini sudah tidak ada harapan rezim tdk amanah oligarki makin rakus tamak mengarong isi bumi kita
biarkan para bazzer dan keluarga mulyono yg ngurus negri Konoha
🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥","daudayooooo viralkan agar byk lagi anak muda terselamatkan bisa berkarya dan berjuang di negri orang disini sudah tidak ada harapan rezim tdk amanah oligarki makin rakus tamak mengarong isi bumi kita biarkan para bazzer dan keluarga mulyono yg ngurus negri konoha","daudayo viralkan agar byk lagi anak muda terselamatkan bisa berkarya dan berjuang di negri orang disini sudah tidak ada harapan rezim tidak amanah oligarki makin rakus tamak mengarong isi bumi kita biarkan para bazzer dan keluarga mulyono yang ngurus negri konoha","daudayo viralkan byk anak muda selamat karya juang negri orang harap rezim amanah oligarki rakus tamak mengarong isi bumi biar bazzer keluarga mulyono ngurus negri konoha","positif","0","0","2025-02-13 00:33:45"
"mitsue’s comment: untuk apa tinggal di negara sendiri kelaparan,mnding kabur aja dulu","untuk apa tinggal di negara sendiri kelaparan,mnding kabur aja dulu","untuk apa tinggal di negara sendiri kelaparanmnding kabur aja dulu","untuk apa tinggal di negara sendiri kelaparanmnding kabur aja dulu","tinggal negara kelaparanmnding kabur aja","positif","0","0","2025-02-20 05:51:47"
"Hafizah Ispermai Dit’s comment: kmii jauhh lbihhh raguuu sm bpk 😅","kmii jauhh lbihhh raguuu sm bpk 😅","kmii jauhh lbihhh raguuu sm bpk","kmii jauhh lbih ragu sama bpk","kmii jauhh lbih ragu bpk","netral","0","0","2025-02-20 00:58:34"
"Tiang Alit’s comment: masssss meluuuuuu","masssss meluuuuuu","masssss meluuuuuu","mas melu","mas melu","netral","0","0","2025-02-20 04:15:52"
"Dapoer Shusie Cake's’s comment: pengen nyusul pindah kewarganegaraan korea 🤲🥰","pengen nyusul pindah kewarganegaraan korea 🤲🥰","pengen nyusul pindah kewarganegaraan korea","ingin nyusul pindah kewarganegaraan korea","nyusul pindah kewarganegaraan korea","positif","0","0","2025-02-16 07:46:15"
"Ieka’s comment: udah gede pak kita ini, nasionalisme tp KTA g pnya uang, ya sama aja, pusinnggg","udah gede pak kita ini, nasionalisme tp KTA g pnya uang, ya sama aja, pusinnggg","udah gede pak kita ini nasionalisme tp kta g pnya uang ya sama aja pusinnggg","sudah gede pak kita ini nasionalisme tp kta tidak pnya uang ya sama aja pusinng","gede nasionalisme tp kta pnya uang aja pusinng","negatif","0","0","2025-02-21 11:04:18"
"ᴘʀɪᴀ ɢᴀʙᴜᴛ’s comment: pindah jepang bg yuk mayan 500jt🤗","pindah jepang bg yuk mayan 500jt🤗","pindah jepang bg yuk mayan 500jt","pindah jepang bg yuk mayan 500jt","pindah jepang bg mayan","positif","1","0","2025-02-15 22:36:14"
"ALVARO MGVHOW󱢏’s comment: Aku cinta indonesia tapi yg namanya umur begitu cepat gaji paling besar UMR susah beli tanah untuk masa depan anak, lebih baik cari kesuksesan di negara orang 1th udah kebeli rumah dan tanah di indo.","Aku cinta indonesia tapi yg namanya umur begitu cepat gaji paling besar UMR susah beli tanah untuk masa depan anak, lebih baik cari kesuksesan di negara orang 1th udah kebeli rumah dan tanah di indo.","aku cinta indonesia tapi yg namanya umur begitu cepat gaji paling besar umr susah beli tanah untuk masa depan anak lebih baik cari kesuksesan di negara orang 1th udah kebeli rumah dan tanah di indo","saya cinta indonesia tapi yang namanya umur begitu cepat gaji paling besar umr susah beli tanah untuk masa depan anak lebih baik cari kesuksesan di negara orang 1th sudah kebeli rumah dan tanah di indonesia","cinta indonesia nama umur cepat gaji umr susah beli tanah anak cari sukses negara orang kebel rumah tanah indonesia","positif","0","0","2025-02-15 06:20:03"
"Raihann✮’s comment: lebih heran tuh warga negara ny sendiri gk betah di negara sendiri, brrti ada yg gak beres sama negara ny","lebih heran tuh warga negara ny sendiri gk betah di negara sendiri, brrti ada yg gak beres sama negara ny","lebih heran tuh warga negara ny sendiri gk betah di negara sendiri brrti ada yg gak beres sama negara ny","lebih heran tuh warga negara nya sendiri tidak betah di negara sendiri brrti ada yang tidak beres sama negara nya","heran warga negara betah negara brrti beres negara","negatif","0","0","2025-02-15 19:40:08"
"🇲🇨🪅🅾️Ny🅰️ 🪅🇸🇦’s comment: ke saudi ijazah SD bisa gaji 6 juta","ke saudi ijazah SD bisa gaji 6 juta","ke saudi ijazah sd bisa gaji 6 juta","ke saudi ijazah sd bisa gaji 6 juta","saudi ijazah sd gaji juta","positif","0","0","2025-02-18 03:35:35"
"P.K.I’s comment: asal uang kelazzz","asal uang kelazzz","asal uang kelazzz","asal uang kelaz","uang kelaz","positif","0","0","2025-02-19 13:42:32"
"Kak kelinci’s comment: Ayo ke UAE ges duitnya banyak WKWKWKWKW","Ayo ke UAE ges duitnya banyak WKWKWKWKW","ayo ke uae ges duitnya banyak wkwkwkwkw","ayo ke uae ges duitnya banyak wkwkwkwkw","uae ges duit wkwkwkwkw","positif","0","0","2025-02-14 17:29:51"
"danarmahendra’s comment: yakin guweh, makin banyak yang mau pindah ke luar negeri 😅😅","yakin guweh, makin banyak yang mau pindah ke luar negeri 😅😅","yakin guweh makin banyak yang mau pindah ke luar negeri","yakin guweh makin banyak yang mau pindah ke luar negeri","guweh pindah negeri","positif","45","3","2025-02-12 09:32:58"
"Persiden tiktok#AMS#’s comment: sebenar Q mau kejepang,, tapi Q anak terahir mak gak ada yg merawat","sebenar Q mau kejepang,, tapi Q anak terahir mak gak ada yg merawat","sebenar q mau kejepang tapi q anak terahir mak gak ada yg merawat","sebenar saya mau kejepang tapi saya anak terahir mak tidak ada yang merawat","benar kejepang anak terahir mak rawat","positif","3","0","2025-02-12 02:53:36"
"Yumi. Az@’s comment: anda sudah merasakan nyamanx gaji dan hdup yg semua kecukupan , lah kami yg di persulit negara ini harus sperti ap , hrus sampai tua di persulit kah ,..","anda sudah merasakan nyamanx gaji dan hdup yg semua kecukupan , lah kami yg di persulit negara ini harus sperti ap , hrus sampai tua di persulit kah ,..","anda sudah merasakan nyamanx gaji dan hdup yg semua kecukupan lah kami yg di persulit negara ini harus sperti ap hrus sampai tua di persulit kah","anda sudah merasakan nyamanx gaji dan hdup yang semua kecukupan lah kami yang di persulit negara ini harus sperti ap hrus sampai tua di persulit kah","rasa nyamanx gaji hdup cukup sulit negara sperti ap hrus tua sulit kah","negatif","0","0","2025-02-18 11:59:41"
"Eloy.Balanga’s comment: karna gk diterima kerja,jadi banyak yg pengangguran cari uangnya di tiktok..buat konten dan ngamen","karna gk diterima kerja,jadi banyak yg pengangguran cari uangnya di tiktok..buat konten dan ngamen","karna gk diterima kerjajadi banyak yg pengangguran cari uangnya di tiktokbuat konten dan ngamen","karena tidak diterima kerjajadi banyak yang pengangguran cari uangnya di tiktokbuat konten dan ngamen","terima kerjajadi anggur cari uang tiktokbuat konten ngamen","negatif","0","0","2025-02-18 01:09:09"
"+0705’s comment: rakyat juga meragukan kinerja sampean lik","rakyat juga meragukan kinerja sampean lik","rakyat juga meragukan kinerja sampean lik","rakyat juga meragukan kinerja sampean lik","rakyat ragu kerja sampean lik","negatif","0","0","2025-02-20 02:18:39"
"creamylatte 🦦’s comment: katanya gpp yg ikutan trend kabur aja dlu itu mengurangi beban indonesia wkwkw kocak yaa","katanya gpp yg ikutan trend kabur aja dlu itu mengurangi beban indonesia wkwkw kocak yaa","katanya gpp yg ikutan trend kabur aja dlu itu mengurangi beban indonesia wkwkw kocak yaa","katanya gpp yang ikutan trend kabur aja dlu itu mengurangi beban indonesia wkwkw kocak yaa","gpp ikut trend kabur aja dlu kurang beban indonesia wkwkw kocak yaa","positif","0","0","2025-02-20 04:48:16"
"𝘽𝙡𝙤𝙤𝙙 𝙃𝙪𝙣𝙩𝙚𝙧’s comment: kalau bkn kendala dr bhs saya jugaa mau pindah 🤣","kalau bkn kendala dr bhs saya jugaa mau pindah 🤣","kalau bkn kendala dr bhs saya jugaa mau pindah","kalau bkn kendala dari bhs saya jugaa mau pindah","bkn kendala bhs jugaa pindah","negatif","1","0","2025-02-12 14:24:15"
"yang punya duit pindah ke luar negeri
yang gapunya duit merantau ke Malaysia😂","yang punya duit pindah ke luar negeri
yang gapunya duit merantau ke Malaysia😂","yang punya duit pindah ke luar negeri yang gapunya duit merantau ke malaysia","yang punya duit pindah ke luar negeri yang gapunya duit merantau ke malaysia","duit pindah negeri gapunya duit rantau malaysia","negatif","0","0","2025-03-01 18:17:51"
"ranzz’s comment: malahan enak luar negeri yang BiSa di dapat bahkan masih sekolah aja BiSa kerja","malahan enak luar negeri yang BiSa di dapat bahkan masih sekolah aja BiSa kerja","malahan enak luar negeri yang bisa di dapat bahkan masih sekolah aja bisa kerja","malahan enak luar negeri yang bisa di dapat bahkan masih sekolah aja bisa kerja","enak negeri sekolah aja kerja","positif","1","0","2025-02-15 04:55:45"
"apakah dengan pindah luar negri bisa lebih baik fan tambah kaya","apakah dengan pindah luar negri bisa lebih baik fan tambah kaya","apakah dengan pindah luar negri bisa lebih baik fan tambah kaya","apakah dengan pindah luar negri bisa lebih baik fan tambah kaya","pindah negri fan kaya","netral","0","0","2025-02-20 04:28:58"
"wahh jangan Tanya nasionalisme kami pak, gak perlu di ragukan klo itu... cuma emang kami butuh duit buat idup pak... kan nasionalisme doang gak di gaji pemerintah😌","wahh jangan Tanya nasionalisme kami pak, gak perlu di ragukan klo itu... cuma emang kami butuh duit buat idup pak... kan nasionalisme doang gak di gaji pemerintah😌","wahh jangan tanya nasionalisme kami pak gak perlu di ragukan klo itu cuma emang kami butuh duit buat idup pak kan nasionalisme doang gak di gaji pemerintah","wahh jangan tanya nasionalisme kami pak tidak perlu di ragukan kalau itu cuma memang kami butuh duit buat idup pak kan nasionalisme doang tidak di gaji pemerintah","wahh nasionalisme ragu butuh duit idup nasionalisme doang gaji perintah","positif","1","0","2025-02-12 01:56:24"
"٦٦٦’s comment: avatar juga gamau kalo kerja di indo","avatar juga gamau kalo kerja di indo","avatar juga gamau kalo kerja di indo","avatar juga gamau kalau kerja di indonesia","avatar gamau kerja indonesia","negatif","0","0","2025-02-14 11:09:48"
"Kanga’s comment: kabur aja dulu 😌","kabur aja dulu 😌","kabur aja dulu","kabur aja dulu","kabur aja","positif","0","0","2025-02-15 08:35:27"
"wakakakakakkk....di jogetin ajah omongan nya 😅","wakakakakakkk....di jogetin ajah omongan nya 😅","wakakakakakkkdi jogetin ajah omongan nya","wakakakakakdi jogetin ajah omongan nya","wakakakakakdi jogetin ajah omong","netral","1","0","2025-02-20 01:05:22"
"panetfly070🦋’s comment: Amin","Amin","amin","amin","amin","positif","0","0","2025-02-11 12:31:21"
"Bak0l_K0pi’s comment: Lhaa... emang kapan Pejabat kerja?? 😂😂","Lhaa... emang kapan Pejabat kerja?? 😂😂","lhaa emang kapan pejabat kerja","lhaa memang kapan pejabat kerja","lhaa jabat kerja","negatif","2","0","2025-02-14 02:49:25"
"Rubah semua sistem di negara ini !","Rubah semua sistem di negara ini !","rubah semua sistem di negara ini","rubah semua sistem di negara ini","rubah sistem negara","negatif","0","0","2025-02-18 11:16:00"
"LovePink💖’s comment: Apresiasi dong anak bangsa..","Apresiasi dong anak bangsa..","apresiasi dong anak bangsa","apresiasi dong anak bangsa","apresiasi anak bangsa","positif","0","0","2025-02-17 11:45:23"
"💗✨’s comment: nasionalisme bapa² yang ambil uang kita bukannya lebih perlu diragukan?","nasionalisme bapa² yang ambil uang kita bukannya lebih perlu diragukan?","nasionalisme bapa² yang ambil uang kita bukannya lebih perlu diragukan","nasionalisme bapa² yang ambil uang kita bukannya lebih perlu diragukan","nasionalisme ambil uang ragu","negatif","0","0","2025-02-18 09:11:12"
"#kaburajadulu🙏🙏🙏","#kaburajadulu🙏🙏🙏","","","","positif","0","0","2025-02-11 14:58:40"
"RisMA wATi’s comment: bertahan sakit
pergipun sulit🤭","bertahan sakit
pergipun sulit🤭","bertahan sakit pergipun sulit","bertahan sakit pergipun sulit","tahan sakit pergi sulit","negatif","0","0","2025-02-20 02:26:23"
"♡_♡’s comment: Bang bahas kasus Sekolah MAN 2 kota bekasi bang,mumpung lagi anget2 kasusnya","Bang bahas kasus Sekolah MAN 2 kota bekasi bang,mumpung lagi anget2 kasusnya","bang bahas kasus sekolah man 2 kota bekasi bangmumpung lagi anget2 kasusnya","bang bahas kasus sekolah man 2 kota bekasi bangmumpung lagi anget2 kasusnya","bang bahas sekolah man kota bekas bangmumpung kasus","netral","0","0","2025-02-18 11:12:45"
"MasB’s comment: gerald vincent=anak abah","gerald vincent=anak abah","gerald vincentanak abah","gerald vincentanak abah","gerald vincentanak abah","netral","0","0","2025-02-17 12:38:57"
