text,extracted_text,cleaned_text,normalized_text,tokens_no_stopwords_and_stemmed,tokens_no_stopwords_and_stemmed_formatted,processed,likes,reply_count,created_time_formatted,is_pinned,is_reply,user_verified,comment_language
"cungcsss’s comment: tanah air sedang tidak baik"" bro","tanah air sedang tidak baik"" bro",tanah air sedang tidak baik bro,tanah air sedang tidak baik bro,"['tanah', 'air', 'bro']","[tanah, air, bro]",tanah air bro,0,0,2025-02-15 08:53:56,False,True,False,id
"lalas mejar’s comment: krna di negara sendiri sangat susah utk berkembang dan maju,susah mencari pekerjaan dgan syarat2 yg dtentukan dan kriteria dluar negeri gaji pendapatan besar walaupun ijazah SMA","krna di negara sendiri sangat susah utk berkembang dan maju,susah mencari pekerjaan dgan syarat2 yg dtentukan dan kriteria dluar negeri gaji pendapatan besar walaupun ijazah SMA",krna di negara sendiri sangat susah utk berkembang dan majususah mencari pekerjaan dgan syarat2 yg dtentukan dan kriteria dluar negeri gaji pendapatan besar walaupun ijazah sma,krna di negara sendiri sangat susah untuk berkembang dan majususah mencari pekerjaan dgan syarat2 yang dtentukan dan kriteria dluar negeri gaji pendapatan besar walaupun ijazah sma,"['krna', 'negara', 'susah', 'kembang', 'majususah', 'cari', 'kerja', 'dgan', 'dtentukan', 'kriteria', 'dluar', 'negeri', 'gaji', 'dapat', 'ijazah', 'sma']","[krna, negara, susah, kembang, majususah, cari, kerja, dgan, dtentukan, kriteria, dluar, negeri, gaji, dapat, ijazah, sma]",krna negara susah kembang majususah cari kerja dgan dtentukan kriteria dluar negeri gaji dapat ijazah sma,0,0,2025-02-17 03:49:35,False,True,False,ms
noerhayat’s comment: jangan ajari rakyat masalah nasionalisme.,jangan ajari rakyat masalah nasionalisme.,jangan ajari rakyat masalah nasionalisme,jangan ajari rakyat masalah nasionalisme,"['ajar', 'rakyat', 'nasionalisme']","[ajar, rakyat, nasionalisme]",ajar rakyat nasionalisme,0,0,2025-02-17 14:51:06,False,True,False,id
rita05hutajulu’s comment: bener kabur,bener kabur,bener kabur,benar kabur,['kabur'],[kabur],kabur,0,0,2025-02-23 05:46:02,False,True,False,id
⦸’s comment: di indonesia kerja belom anteng aja udh kena cut grgr efisiensi negara. 🤣🤣🤣,di indonesia kerja belom anteng aja udh kena cut grgr efisiensi negara. 🤣🤣🤣,di indonesia kerja belom anteng aja udh kena cut grgr efisiensi negara,di indonesia kerja belom anteng aja sudah kena cut grgr efisiensi negara,"['indonesia', 'kerja', 'bom', 'anteng', 'aja', 'kena', 'cut', 'grgr', 'efisiensi', 'negara']","[indonesia, kerja, bom, anteng, aja, kena, cut, grgr, efisiensi, negara]",indonesia kerja bom anteng aja kena cut grgr efisiensi negara,1,0,2025-02-12 06:28:38,False,True,False,id
"Bobobo22’s comment: ulang tatanan negara dari awal ganti org yg gak berkompeten, otk2 duit langsung di berhentikan. indo negara kaya masa gini lucu kadang","ulang tatanan negara dari awal ganti org yg gak berkompeten, otk2 duit langsung di berhentikan. indo negara kaya masa gini lucu kadang",ulang tatanan negara dari awal ganti org yg gak berkompeten otk2 duit langsung di berhentikan indo negara kaya masa gini lucu kadang,ulang tatanan negara dari awal ganti orang yang tidak berkompeten otk2 duit langsung di berhentikan indonesia negara kaya masa gini lucu kadang,"['ulang', 'tatanan', 'negara', 'ganti', 'orang', 'kompeten', 'duit', 'langsung', 'henti', 'indonesia', 'negara', 'kaya', 'gin', 'lucu', 'kadang']","[ulang, tatanan, negara, ganti, orang, kompeten, duit, langsung, henti, indonesia, negara, kaya, gin, lucu, kadang]",ulang tatanan negara ganti orang kompeten duit langsung henti indonesia negara kaya gin lucu kadang,0,0,2025-02-16 05:53:33,False,True,False,id
’s comment: mau ikut trend ini tapi belum lulus sekolah,mau ikut trend ini tapi belum lulus sekolah,mau ikut trend ini tapi belum lulus sekolah,mau ikut trend ini tapi belum lulus sekolah,"['trend', 'lulus', 'sekolah']","[trend, lulus, sekolah]",trend lulus sekolah,0,0,2025-02-13 12:27:24,False,True,False,id
Jungie’s comment: Gas dah,Gas dah,gas dah,gas dah,"['gas', 'dah']","[gas, dah]",gas dah,0,0,2025-02-23 02:46:48,False,True,False,id
Gw malah suka di luar negri😂,Gw malah suka di luar negri😂,gw malah suka di luar negri,saya malah suka di luar negri,"['suka', 'negri']","[suka, negri]",suka negri,1,0,2025-02-13 03:22:44,False,True,False,id
@리치씨 join trend mas rik 😂😂,@리치씨 join trend mas rik 😂😂,join trend mas rik,join trend mas rik,"['join', 'trend', 'mas', 'rik']","[join, trend, mas, rik]",join trend mas rik,0,1,2025-02-15 14:09:28,False,True,False,en
ar'daraka09’s comment: sy mau pindah k japan jd petani sy mau,sy mau pindah k japan jd petani sy mau,sy mau pindah k japan jd petani sy mau,saya mau pindah ke japan jadi petani saya mau,"['pindah', 'japan', 'tani']","[pindah, japan, tani]",pindah japan tani,0,0,2025-02-16 17:53:35,False,True,False,ms
うえぽん’s comment: Sedang aku usahakan🥰,Sedang aku usahakan🥰,sedang aku usahakan,sedang saya usahakan,['usaha'],[usaha],usaha,0,0,2025-03-02 10:19:54,False,True,False,id
harusnya koruptor yg dibilang gitu,harusnya koruptor yg dibilang gitu,harusnya koruptor yg dibilang gitu,harusnya koruptor yang dibilang begitu,"['koruptor', 'bilang']","[koruptor, bilang]",koruptor bilang,1,0,2025-02-13 03:28:44,False,True,False,id
hajimuhamad761’s comment: ganti kapolri Sigit turun kan saja Prabowo dari presiden pikirannya kayak anak kecil itu adilli Jokowi tangkap Jokowi,ganti kapolri Sigit turun kan saja Prabowo dari presiden pikirannya kayak anak kecil itu adilli Jokowi tangkap Jokowi,ganti kapolri sigit turun kan saja prabowo dari presiden pikirannya kayak anak kecil itu adilli jokowi tangkap jokowi,ganti kapolri sigit turun kan saja prabowo dari presiden pikirannya kayak anak kecil itu adilli jokowi tangkap jokowi,"['ganti', 'kapolri', 'sigit', 'turun', 'prabowo', 'presiden', 'pikir', 'kayak', 'anak', 'adilli', 'jokowi', 'tangkap', 'jokowi']","[ganti, kapolri, sigit, turun, prabowo, presiden, pikir, kayak, anak, adilli, jokowi, tangkap, jokowi]",ganti kapolri sigit turun prabowo presiden pikir kayak anak adilli jokowi tangkap jokowi,0,0,2025-02-24 08:48:41,False,True,False,id
WDY’s comment: Indonesia isinya pejabat koruptor mulu,Indonesia isinya pejabat koruptor mulu,indonesia isinya pejabat koruptor mulu,indonesia isinya pejabat koruptor mulu,"['indonesia', 'isi', 'jabat', 'koruptor', 'mulu']","[indonesia, isi, jabat, koruptor, mulu]",indonesia isi jabat koruptor mulu,0,0,2025-02-19 13:48:05,False,True,False,id
ih kak jangan gitu.. aku juga mauu😭😭,ih kak jangan gitu.. aku juga mauu😭😭,ih kak jangan gitu aku juga mauu,ih kak jangan begitu saya juga mauu,"['kak', 'mauu']","[kak, mauu]",kak mauu,1,0,2025-02-12 15:40:49,False,True,False,id
bellagnw’s comment: Kabur aja duluuuu 🙈,Kabur aja duluuuu 🙈,kabur aja duluuuu,kabur aja dulu,"['kabur', 'aja']","[kabur, aja]",kabur aja,0,0,2025-02-19 09:19:49,False,True,False,id
hidup di atur rakyat indo😹😹,hidup di atur rakyat indo😹😹,hidup di atur rakyat indo,hidup di atur rakyat indonesia,"['hidup', 'atur', 'rakyat', 'indonesia']","[hidup, atur, rakyat, indonesia]",hidup atur rakyat indonesia,0,0,2025-02-18 14:33:12,False,True,False,id
"kaya masih ada aja kata ""nasionalisme"" di jaman sekarang","kaya masih ada aja kata ""nasionalisme"" di jaman sekarang",kaya masih ada aja kata nasionalisme di jaman sekarang,kaya masih ada aja kata nasionalisme di jaman sekarang,"['kaya', 'aja', 'nasionalisme', 'jaman']","[kaya, aja, nasionalisme, jaman]",kaya aja nasionalisme jaman,0,0,2025-02-19 09:51:19,False,True,False,id
"sen’s comment: kita ke negri orang bukan buat menghinanat jir, kita cari pendidikan yang layak😂","kita ke negri orang bukan buat menghinanat jir, kita cari pendidikan yang layak😂",kita ke negri orang bukan buat menghinanat jir kita cari pendidikan yang layak,kita ke negri orang bukan buat menghinanat jir kita cari pendidikan yang layak,"['negri', 'orang', 'menghinanat', 'jir', 'cari', 'didik', 'layak']","[negri, orang, menghinanat, jir, cari, didik, layak]",negri orang menghinanat jir cari didik layak,0,0,2025-02-12 09:04:09,False,True,False,ms
mini’s comment: 35 taun masih adakah loker luar negeri?? 😄😄,35 taun masih adakah loker luar negeri?? 😄😄,35 taun masih adakah loker luar negeri,35 tahun masih adakah loker luar negeri,"['ada', 'loker', 'negeri']","[ada, loker, negeri]",ada loker negeri,0,0,2025-02-20 11:31:15,False,True,False,ms
gada modal jir🗿,gada modal jir🗿,gada modal jir,gada modal jir,"['gada', 'modal', 'jir']","[gada, modal, jir]",gada modal jir,0,0,2025-02-12 05:19:12,False,True,False,id
"￶￶’s comment: #kaburajadulu
kira-kira kalian mau kabur sampai mana?
selagi ada duit gk masalah, selagi gk ada duit itu jadi masalah nya","#kaburajadulu
kira-kira kalian mau kabur sampai mana?
selagi ada duit gk masalah, selagi gk ada duit itu jadi masalah nya",kirakira kalian mau kabur sampai mana selagi ada duit gk masalah selagi gk ada duit itu jadi masalah nya,kirakira kalian mau kabur sampai mana selagi ada duit tidak masalah selagi tidak ada duit itu jadi masalah nya,"['kirakira', 'kabur', 'selagi', 'duit', 'selagi', 'duit']","[kirakira, kabur, selagi, duit, selagi, duit]",kirakira kabur selagi duit selagi duit,3,0,2025-02-18 17:57:17,False,True,False,id
"cinta bertepuk sebelah tangan.
jika hanya di manfaatkan itu bukan cinta tapi business.","cinta bertepuk sebelah tangan.
jika hanya di manfaatkan itu bukan cinta tapi business.",cinta bertepuk sebelah tangan jika hanya di manfaatkan itu bukan cinta tapi business,cinta bertepuk sebelah tangan jika hanya di manfaatkan itu bukan cinta tapi business,"['cinta', 'tepuk', 'belah', 'tangan', 'manfaat', 'cinta', 'business']","[cinta, tepuk, belah, tangan, manfaat, cinta, business]",cinta tepuk belah tangan manfaat cinta business,1,0,2025-02-14 00:28:27,False,True,False,ms
Ira_Ariani08’s comment: agak leon,agak leon,agak leon,agak leon,['leon'],[leon],leon,0,0,2025-02-19 16:00:48,False,True,False,id
A💫’s comment: pantesan Susanti pindah negara 🤐,pantesan Susanti pindah negara 🤐,pantesan susanti pindah negara,pantesan susanti pindah negara,"['pantesan', 'susanti', 'pindah', 'negara']","[pantesan, susanti, pindah, negara]",pantesan susanti pindah negara,1,0,2025-02-28 06:30:13,False,True,False,id
"saya sudah ...’s comment: yg lulusan kejuruan pertanian SMA-SMK-S1 lihat vt aku, ada loker nih. 😊","yg lulusan kejuruan pertanian SMA-SMK-S1 lihat vt aku, ada loker nih. 😊",yg lulusan kejuruan pertanian smasmks1 lihat vt aku ada loker nih,yang lulusan kejuruan pertanian smasmks1 lihat vt saya ada loker nih,"['lulus', 'juru', 'tani', 'lihat', 'vt', 'loker']","[lulus, juru, tani, lihat, vt, loker]",lulus juru tani lihat vt loker,0,0,2025-02-14 11:27:51,False,True,False,id
J_OneArjuna’s comment: Emang kalau nasionalis dapat apa? gaji berapa ?😂,Emang kalau nasionalis dapat apa? gaji berapa ?😂,emang kalau nasionalis dapat apa gaji berapa,memang kalau nasionalis dapat apa gaji berapa,"['nasionalis', 'gaji']","[nasionalis, gaji]",nasionalis gaji,0,0,2025-02-19 14:55:06,False,True,False,id
brema febrianta Sebayang’s comment: kebanyakan terlalu ngejar seragam🗿,kebanyakan terlalu ngejar seragam🗿,kebanyakan terlalu ngejar seragam,kebanyakan terlalu ngejar seragam,"['banyak', 'ngejar', 'seragam']","[banyak, ngejar, seragam]",banyak ngejar seragam,0,0,2025-02-17 13:37:50,False,True,False,id
"Edwan Kurniawan’s comment: inget pabrik susu jadi kuburan skrng, kalau belum di matiin belum puas mereka yg dijunjung tinggi 😂😂😂","inget pabrik susu jadi kuburan skrng, kalau belum di matiin belum puas mereka yg dijunjung tinggi 😂😂😂",inget pabrik susu jadi kuburan skrng kalau belum di matiin belum puas mereka yg dijunjung tinggi,inget pabrik susu jadi kuburan skrng kalau belum di matiin belum puas mereka yang dijunjung tinggi,"['inget', 'pabrik', 'susu', 'kubur', 'skrng', 'matiin', 'puas', 'junjung']","[inget, pabrik, susu, kubur, skrng, matiin, puas, junjung]",inget pabrik susu kubur skrng matiin puas junjung,1,0,2025-02-26 16:17:34,False,True,False,id
"Devitaa’s comment: realistis aja sih
gaji guru 500rb/ bln gak cukup buat makan sebulan pak🙏😭😔","realistis aja sih
gaji guru 500rb/ bln gak cukup buat makan sebulan pak🙏😭😔",realistis aja sih gaji guru 500rb bln gak cukup buat makan sebulan pak,realistis aja sih gaji guru 500rb bulan tidak cukup buat makan sebulan pak,"['realistis', 'aja', 'gaji', 'guru', 'makan', 'bulan']","[realistis, aja, gaji, guru, makan, bulan]",realistis aja gaji guru makan bulan,0,0,2025-02-17 03:18:48,False,True,False,id
ℚ𝔼ℕ𝔼ℤℕ𝔼ℕ𝔼ℤ’s comment: kaburajadulu😂,kaburajadulu😂,kaburajadulu,kaburajadulu,['kaburajadulu'],[kaburajadulu],kaburajadulu,0,0,2025-02-16 06:15:58,False,True,False,id
ai’s comment: Kabur aja dulu yekannn,Kabur aja dulu yekannn,kabur aja dulu yekannn,kabur aja dulu yekan,"['kabur', 'aja', 'yekan']","[kabur, aja, yekan]",kabur aja yekan,0,0,2025-02-20 02:40:22,False,True,False,id
dza’s comment: bukannya di tantang ya? ko panik?😏,bukannya di tantang ya? ko panik?😏,bukannya di tantang ya ko panik,bukannya di tantang ya ko panik,"['tantang', 'ko', 'panik']","[tantang, ko, panik]",tantang ko panik,1,0,2025-02-25 11:36:20,False,True,False,id
kzm’s comment: bahlil kalau i nya di ganti u apa?,bahlil kalau i nya di ganti u apa?,bahlil kalau i nya di ganti u apa,bahlil kalau i nya di ganti kamu apa,"['bahlil', 'ganti']","[bahlil, ganti]",bahlil ganti,0,0,2025-02-17 06:30:30,False,True,False,id
"gua punya duit,,gua punya kuasa💋","gua punya duit,,gua punya kuasa💋",gua punya duitgua punya kuasa,saya punya duitgua punya kuasa,"['duitgua', 'kuasa']","[duitgua, kuasa]",duitgua kuasa,2,0,2025-02-22 13:57:54,False,True,False,id
‧⁺◟🛋aii🧸 ◡̎✧’s comment: kek lu punya nasionalisme aja lil🙄,kek lu punya nasionalisme aja lil🙄,kek lu punya nasionalisme aja lil,seperti kamu punya nasionalisme aja lil,"['nasionalisme', 'aja', 'lil']","[nasionalisme, aja, lil]",nasionalisme aja lil,0,0,2025-02-17 15:33:02,False,True,False,id
"rz4hwas’s comment: JEPANG TUNGGU GUA YAAAA, GUA PASTI KESAMPEAN KESANA TINGGAL DISANAA TUNGGU AJA TUNGGUUUUUUU","JEPANG TUNGGU GUA YAAAA, GUA PASTI KESAMPEAN KESANA TINGGAL DISANAA TUNGGU AJA TUNGGUUUUUUU",jepang tunggu gua yaaaa gua pasti kesampean kesana tinggal disanaa tunggu aja tungguuuuuuu,jepang tunggu saya ya saya pasti kesampean kesana tinggal disanaa tunggu aja tunggu,"['jepang', 'tunggu', 'sampean', 'kesana', 'tinggal', 'disanaa', 'tunggu', 'aja', 'tunggu']","[jepang, tunggu, sampean, kesana, tinggal, disanaa, tunggu, aja, tunggu]",jepang tunggu sampean kesana tinggal disanaa tunggu aja tunggu,0,0,2025-02-12 11:51:12,False,True,False,id
𓍼ོ’s comment: hahahahaha 😂,hahahahaha 😂,hahahahaha,hahahahaha,['hahahahaha'],[hahahahaha],hahahahaha,1,0,2025-02-18 22:48:29,False,True,False,tl
"user8075933357623’s comment: aku salah satu gen-z yg pengen #KaburAjaDulu umur aku 20 thn, udh krj dri lulus smk-skrng. kerjaan ke-1, krj 14jam, gaji 50k/hari. kerjaan ke-2, kerja 12jam, gaji 116k/hari. jobdesk?jangan ditanya","aku salah satu gen-z yg pengen #KaburAjaDulu umur aku 20 thn, udh krj dri lulus smk-skrng. kerjaan ke-1, krj 14jam, gaji 50k/hari. kerjaan ke-2, kerja 12jam, gaji 116k/hari. jobdesk?jangan ditanya",aku salah satu genz yg pengen umur aku 20 thn udh krj dri lulus smkskrng kerjaan ke1 krj 14jam gaji 50khari kerjaan ke2 kerja 12jam gaji 116khari jobdeskjangan ditanya,saya salah satu genz yang ingin umur saya 20 tahun sudah krj dri lulus smkskrng kerjaan ke1 krj 14jam gaji 50khari kerjaan ke2 kerja 12jam gaji 116khari jobdeskjangan ditanya,"['salah', 'genz', 'umur', 'krj', 'dri', 'lulus', 'smkskrng', 'kerja', 'krj', 'gaji', 'kerja', 'kerja', 'gaji', 'jobdeskjangan']","[salah, genz, umur, krj, dri, lulus, smkskrng, kerja, krj, gaji, kerja, kerja, gaji, jobdeskjangan]",salah genz umur krj dri lulus smkskrng kerja krj gaji kerja kerja gaji jobdeskjangan,0,2,2025-02-16 16:25:44,False,True,False,id
`’s comment: anis cocok tingal di jepang biar punya kerjaan,anis cocok tingal di jepang biar punya kerjaan,anis cocok tingal di jepang biar punya kerjaan,anis cocok tingal di jepang biar punya kerjaan,"['anis', 'cocok', 'tingal', 'jepang', 'biar', 'kerja']","[anis, cocok, tingal, jepang, biar, kerja]",anis cocok tingal jepang biar kerja,9,23,2025-02-10 07:49:47,False,True,False,id
karimasylvie20’s comment: aku gamau kabur tp sampe sekarang aku blm nemuin hidup yg better di Indonesia,aku gamau kabur tp sampe sekarang aku blm nemuin hidup yg better di Indonesia,aku gamau kabur tp sampe sekarang aku blm nemuin hidup yg better di indonesia,saya gamau kabur tp sampe sekarang saya belum nemuin hidup yang better di indonesia,"['gamau', 'kabur', 'tp', 'sampe', 'nemuin', 'hidup', 'better', 'indonesia']","[gamau, kabur, tp, sampe, nemuin, hidup, better, indonesia]",gamau kabur tp sampe nemuin hidup better indonesia,0,0,2025-02-23 07:32:15,False,True,False,id
nggak ngaruh sih sama nasionalisme,nggak ngaruh sih sama nasionalisme,nggak ngaruh sih sama nasionalisme,tidak ngaruh sih sama nasionalisme,"['ngaruh', 'nasionalisme']","[ngaruh, nasionalisme]",ngaruh nasionalisme,0,0,2025-02-16 12:52:38,False,True,False,id
"WongGenduT’s comment: ngurus melon aja Ampe presiden turun tangan. ini malah ngurus nasionalisme org lain. kalau merasa nasionalisme, urusan melon ga sampai buat korban jiwa warga sendiri woiiii","ngurus melon aja Ampe presiden turun tangan. ini malah ngurus nasionalisme org lain. kalau merasa nasionalisme, urusan melon ga sampai buat korban jiwa warga sendiri woiiii",ngurus melon aja ampe presiden turun tangan ini malah ngurus nasionalisme org lain kalau merasa nasionalisme urusan melon ga sampai buat korban jiwa warga sendiri woiiii,ngurus melon aja ampe presiden turun tangan ini malah ngurus nasionalisme orang lain kalau merasa nasionalisme urusan melon tidak sampai buat korban jiwa warga sendiri woi,"['ngurus', 'melon', 'aja', 'ampe', 'presiden', 'turun', 'tangan', 'ngurus', 'nasionalisme', 'orang', 'nasionalisme', 'urus', 'melon', 'korban', 'jiwa', 'warga', 'woi']","[ngurus, melon, aja, ampe, presiden, turun, tangan, ngurus, nasionalisme, orang, nasionalisme, urus, melon, korban, jiwa, warga, woi]",ngurus melon aja ampe presiden turun tangan ngurus nasionalisme orang nasionalisme urus melon korban jiwa warga woi,0,0,2025-02-16 12:32:45,False,True,False,id
ini al’s comment: soon!,soon!,soon,soon,['soon'],[soon],soon,0,0,2025-02-27 01:48:33,False,True,False,en
Di negara tercinta berasa di jajahhh,Di negara tercinta berasa di jajahhh,di negara tercinta berasa di jajahhh,di negara tercinta berasa di jajah,"['negara', 'cinta', 'asa', 'jajah']","[negara, cinta, asa, jajah]",negara cinta asa jajah,0,0,2025-02-28 06:52:15,False,True,False,id
jajang nurjaman 301’s comment: Konteksnya nasionalisme bukan kesejahteraan🤣🤣🤣. Salah paham anak” tki kita,Konteksnya nasionalisme bukan kesejahteraan🤣🤣🤣. Salah paham anak” tki kita,konteksnya nasionalisme bukan kesejahteraan salah paham anak tki kita,konteksnya nasionalisme bukan kesejahteraan salah paham anak tki kita,"['konteks', 'nasionalisme', 'sejahtera', 'salah', 'paham', 'anak', 'tki']","[konteks, nasionalisme, sejahtera, salah, paham, anak, tki]",konteks nasionalisme sejahtera salah paham anak tki,0,0,2025-02-14 13:10:33,False,True,False,id
4z’s comment: pengen ke jepang trus tinggal di pendesaanny🤭,pengen ke jepang trus tinggal di pendesaanny🤭,pengen ke jepang trus tinggal di pendesaanny,ingin ke jepang trus tinggal di pendesaanny,"['jepang', 'trus', 'tinggal', 'pendesaanny']","[jepang, trus, tinggal, pendesaanny]",jepang trus tinggal pendesaanny,0,1,2025-02-19 10:03:04,False,True,False,id
アエリン’s comment: Pengen ke Jepang:),Pengen ke Jepang:),pengen ke jepang,ingin ke jepang,['jepang'],[jepang],jepang,0,1,2025-02-17 08:43:06,False,True,False,id
valihstore’s comment: #kaburajakekorut,#kaburajakekorut,,,[],[],,0,0,2025-02-14 12:59:37,False,True,False,ja
"buat yg masih muda, udh cabut aja ngg ad harapan disini mah","buat yg masih muda, udh cabut aja ngg ad harapan disini mah",buat yg masih muda udh cabut aja ngg ad harapan disini mah,buat yang masih muda sudah cabut aja ngg ad harapan disini mah,"['muda', 'cabut', 'aja', 'ngg', 'ad', 'harap']","[muda, cabut, aja, ngg, ad, harap]",muda cabut aja ngg ad harap,0,0,2025-02-10 13:11:42,False,True,False,id
"itsmetirtaa’s comment: pindahh ke jepang gass dh, biar 1 desa isinya org yg bekas dari indo😔","pindahh ke jepang gass dh, biar 1 desa isinya org yg bekas dari indo😔",pindahh ke jepang gass dh biar 1 desa isinya org yg bekas dari indo,pindahh ke jepang gass sudah biar 1 desa isinya orang yang bekas dari indonesia,"['pindahh', 'jepang', 'gass', 'biar', 'desa', 'isi', 'orang', 'bekas', 'indonesia']","[pindahh, jepang, gass, biar, desa, isi, orang, bekas, indonesia]",pindahh jepang gass biar desa isi orang bekas indonesia,0,0,2025-02-20 17:19:24,False,True,False,id
งitriค ຟคr໐ēຖງ ຟคli’s comment: gw di indo dr lulus skolah ampe skrng kaga kepakek njir. nganggur mulu 🗿,gw di indo dr lulus skolah ampe skrng kaga kepakek njir. nganggur mulu 🗿,gw di indo dr lulus skolah ampe skrng kaga kepakek njir nganggur mulu,saya di indonesia dari lulus skolah ampe skrng kaga kepakek njir nganggur mulu,"['indonesia', 'lulus', 'skolah', 'ampe', 'skrng', 'kaga', 'kepakek', 'njir', 'nganggur', 'mulu']","[indonesia, lulus, skolah, ampe, skrng, kaga, kepakek, njir, nganggur, mulu]",indonesia lulus skolah ampe skrng kaga kepakek njir nganggur mulu,8,10,2025-02-12 04:00:19,False,True,False,id
